Gene,Sample,OTU,GeneCountPerGenome,OTUAbundanceInSample,CountContributedByOTU,ContributionPercentOfSample,ContributionPercentOfAllSamples,Kingdom,Phylum,Class,Order,Family,Genus,Species
K01452,Average,256215,1,0.000306896,0.000306896,7.80E-06,7.80E-06,,,,,,,
K01452,Average,719608,1,0.000307735,0.000307735,7.82E-06,7.82E-06,,,,,,,
K01452,Average,918840,1,0.000268192,0.000268192,6.81E-06,6.81E-06,,,,,,,
K01452,Average,938948,1,0.00097615,0.00097615,2.48E-05,2.48E-05,,,,,,,
K01452,Average,512485,1,0.002395674,0.002395674,6.09E-05,6.09E-05,,,,,,,
K01452,Average,225487,1,0.006574751,0.006574751,0.000167067,0.000167067,,,,,,,
K01452,Average,352392,1,2.76E-05,2.76E-05,7.02E-07,7.02E-07,,,,,,,
K01452,Average,217746,1,5.16E-05,5.16E-05,1.31E-06,1.31E-06,,,,,,,
K01452,Average,548736,1,0.002746214,0.002746214,6.98E-05,6.98E-05,,,,,,,
K01452,Average,543740,1,0.000406255,0.000406255,1.03E-05,1.03E-05,,,,,,,
K01452,Average,683891,1,0.000779788,0.000779788,1.98E-05,1.98E-05,,,,,,,
K01452,Average,806566,1,2.76E-05,2.76E-05,7.02E-07,7.02E-07,,,,,,,
K01452,Average,890516,1,2.80E-05,2.80E-05,7.11E-07,7.11E-07,,,,,,,
K01452,Average,1848083,1,0.038948254,0.038948254,0.000989693,0.000989693,,,,,,,
K01452,Average,568345,1,36.27709494,36.27709494,0.921817788,0.921817788,,,,,,,
K01452,Average,779725,1,1.84E-05,1.84E-05,4.68E-07,4.68E-07,,,,,,,
K01452,Average,543065,1,0.000799541,0.000799541,2.03E-05,2.03E-05,,,,,,,
K01452,Average,813945,1,0.002032383,0.002032383,5.16E-05,5.16E-05,,,,,,,
K01452,Average,192970,1,0.000351977,0.000351977,8.94E-06,8.94E-06,,,,,,,
K01452,Average,170549,1,0.004759595,0.004759595,0.000120944,0.000120944,,,,,,,
K01452,Average,537954,1,9.97E-05,9.97E-05,2.53E-06,2.53E-06,,,,,,,
K01452,Average,1011088,1,0.242527797,0.242527797,0.006162744,0.006162744,,,,,,,
K01452,Average,582083,1,0.003087047,0.003087047,7.84E-05,7.84E-05,,,,,,,
K01452,Average,854272,1,0.004192443,0.004192443,0.000106532,0.000106532,,,,,,,
K01452,Average,804175,1,0.029622995,0.029622995,0.000752734,0.000752734,,,,,,,
K01452,Average,746799,1,0.001529073,0.001529073,3.89E-05,3.89E-05,,,,,,,
K01452,Average,608293,1,0.008663819,0.008663819,0.000220152,0.000220152,,,,,,,
