Group,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Control,Control,Control
ASV000146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.390712666,0,0,0,0
ASV000147,0,0,0.153491942,0,0,0,0.179115854,0,0,0,0,0,0,0,0.00029403,0,0,0.017695983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000148,0,0,0,0,0,0,0,0,0,0,0,0,0.036567412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000149,0.01286128,0.002364122,0,0,0,0,0,0,0,0,0.105186185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389311626,0.020725389,0.166525005,0.113988601,0.016983984,0.018273741,0.000920014,0,0,0,0,0,0,0,0
ASV000151,0,0,0,0,0,0,0,0,0,0,0,0.066148979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000152,0,0,0,0,0,0,0,0,0,0,0,0,0.009247842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567028769,0,0,2.281532501,0
ASV000153,0,0,0,0,0,0,0,0,0,0.204856299,0,0.261780105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000154,0,0,0,0,0,0,0,0,0,0,0,0.362261357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000156,0,0,0,0,0,0,0,0,0,0.180303941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.220238095,0,0,0
ASV000157,0,0,0,0,0,0,0,0,0,0,0.294788364,0,0,0.001998162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171841905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000159,0,0,0,0,0,0,0,0,1.730279898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000160,0,0,0,0,0,0,0,0,0,0,0.123119602,0,0,0.001998162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043047783,0
ASV000161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000162,0,0,0,0,0,0,0,0,0,0.002861967,0,0,0,0.309715062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.134057538,0,0,0,0
ASV000164,0,0,0,0,0,0,0,0,0,0.062963281,0,0,0,0,0.033813485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223214286,0,0,0
ASV000165,0,0,0,0,0,0,0,0,0,0.010041975,0,0.048892724,0,0.033081314,0,0,0,0,0,0,0,0,0,0,0,0.423864363,0,0,0,0,0,0
ASV000166,0.000443492,0,0,0,0,0,0,0,0,0,0,0,0.010269049,0.001025862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000167,0,0,0,0,0,0,0,0,0,0,0,0,0.323597941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007249529
ASV000168,0,0,0,0,0,0,0,0,0,0,0,0.611604378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393935777,0,0.169635284,0.215238915,0
ASV000169,0,0,0,0,0,0,0,0,0,0.126528891,0.064124198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000170,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067706891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.398809524,0.339270568,0,0
ASV000171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015465751,0,0,0,0,0,0,0,0,0,0,0,1.017262639,0,0,0,0,0
ASV000172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004210349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000173,0,0,0,0,0.047227333,0,0,0,0,0.154546235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000174,0,0,0,0,0,0,0,0,0,0,0.069186635,0,0.053431977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000175,0,0.047282442,0,0,0,0,0,0,0,0,0,0.383415305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000178,0,0,0,0,0,0,0,0,0,0,0.052311846,0,0.036567412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001998162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000182,0,0,0,0,0,0,0,0,0,0,0.092248847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090275854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453623015,0,0,0,0
ASV000184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000185,0,0,0,0,0,0,0,0,0,0,0.139051115,0,0.02055076,0.005022185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674465799,0,0,0,0
ASV000186,0,0.335705336,0,0.002208676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000187,0,0,0,0,0,0,0,0,0,0,0,0.422297297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000188,0,0,0.575594781,0,0,0,0,0,0,0.201768696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000189,0,0,0,0,0.100649648,0,0,0,0,0,0.079874002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057996567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303720577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017313019
ASV000193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847558792,0,0,0.215238915,0
ASV000194,0,0,0,0,0,0,0,0,0,0.020083951,0,0.042539695,0,0.038005671,0,0,0,0,0,0,0,0,0,0,0,0.111964171,0,0.029843619,0.074404762,0,0,0
ASV000195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043222455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000197,0,0,0,0,0.018327025,0,0,1.233104102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011040168,0,0,0,0,0,0,0,0
ASV000198,0,0,0,0,0,0,0,0,0,0.20749263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000199,0,0,0,0,0,0,0,0,0,0.02718869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007677543,0,0,0,0,0,0
ASV000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.704918033,1.296829971,0
ASV000201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151631478,0,0,0,0,0,0
ASV000202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000203,0,0,0,0,0,0,0,0,0,0,0.007312409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007997441,0,0.525247702,0.014880952,0,0,0
ASV000204,0,0,0,0,0,0,0,0,0,0,0,0.136132681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000205,0,0,0,0,0,0,0,0,0,0.066277038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319897633,0,0,0,0,0,0
ASV000206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060943048,0,0,0,0,0,0,0.009999,0,0,0,0,0,0,0,0,2.540983607,0,0
ASV000207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000208,0,0,0,0,0,0,0,0,0,0,0,0.367549844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000209,0,0,0,0,0,0,0,0,0,0,0.002249972,0.005288487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787871553,0,0,0,0
ASV000210,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127882348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161155545,0.05952381,2.704918033,0,0
ASV000211,0,0,0,0,0,0.502749411,0,0,0,0.138805415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967690339,0,0,0,0,0,0
ASV000213,0,0,0,0,0,0,0,0,0,0,0.077061537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023198627,0,0,0,0,0,0,0,0,0,0,0,0,0,1.101190476,0,0,0
ASV000215,0,0,0,0,0,0,0,0,0,0,0,0.003602924,0.005134525,0,0,0,0,0,0,0,0,0,0,0,0,0,1.017262639,0,0,0,0,0
ASV000216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007706535,0,0,0,0,0.107411386
ASV000217,0,0,0,0,0,0,0,0,0,0,0,0.075503988,0,0.035487228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000218,0,0,0,0,0,0,0,0,0,0,0.116802937,0,0,0.001998162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.069164265,0
ASV000219,0,0,0,0,0,0,0,0,0,0.182763953,0.000562493,0,0,0.000601478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.063659629,0,0,0,0,0,0
ASV000221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000223,0,0,0,0,0,0,0,0,0,0,0,0.124628511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015994882,0,0,0,0,0,0
ASV000224,0,0,0,0,0,0,0,0,0,0.187458859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000225,0,0,0.230237913,0,0.100649648,0,0,0,0,0,0,0,0,0,0.030873182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023316062,0,0,0,0,0,0,0,0,0,0,0,2.195436935,0
ASV000227,0,0,0,0,0,0,0,0,0,0.419153169,0,0.309684685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009901,0
ASV000228,0,0,0,0,0,0,0,1.529523358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000229,0,0,0,0,0,0,0,0,0,0,0,0,0.066789971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000230,0,0,0,0,0,0,0,0,0,0,0.0719991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000231,0,0,0,0,0,0,0,0,0,0,0.053436832,0,0,0.001025862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011937448,0,0,0,0
ASV000232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309597523
ASV000233,0,0,0,0,0,0,0,0,0,0,0.029812127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045623966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036753788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044464034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000238,0,0,0,0,0,0,0,0,0,0,0,0.319953461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000239,0,0,0,0,0,0,0,0,0,0,0.068624142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000240,0,0,0,0,0,0,0,0,0,0.00401679,0.065748792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029843619,0,0,0,0
ASV000241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959692898,0,0,0,0,0,0
ASV000242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039051022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508905852,0,0
ASV000243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935700576,0,0,0,0,0,0
ASV000244,0,0,0,0,0,0,0,0,0,0,0,0.314664974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122077576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000246,0,0,0,0,0,0,0,0,0,0.150629632,0.055620446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000247,0.049227658,0.014184732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000248,0,0,0,0,0,0,0,0,0,0,0.065811677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034401545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000250,0,0,0,0,0,0,0,0,0.975402884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000251,0,0,0,0,0,0,0,0,0,0.164563121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000252,0,0,0,0,0,0,0,0,0,0,0.064686691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000253,0.000632367,0,0,0,0,0,0,0.078536721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911708253,0,0,0,0,0,0
ASV000255,0,0,0,0,0,0,0,0,0,0,0.064124198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000256,0,0,0,0,0,0,0,0,0,0,0.063561705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000257,0,0,0,0,0,0,0,0,0,0,0.063561705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000258,0,0,0,0,0,0,0,0,0,0,0,0.298799513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000260,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613508,0,0,0,0,0,0,0.0159984,0,0,0,0,0,0,0,0,0,0,0
ASV000261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101201538,0,0,0,0,0,0,0,0
ASV000262,0,0,0,0,0,0,0,0,0,0,0,0.000958681,0.005609426,0.063756714,0.000494303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656559628,0,0,0,0
ASV000264,0,0,0,0,0,0,0,0,0,0,0.388706315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000265,0,0,0,0,0,0,0,0,0,0.184772348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25297619,0,0,0
ASV000266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64462218,0,0,0,0
ASV000267,0,0,1.41980046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000269,0,0,0,0,0,0,0,0,0,0.002008395,0.006346159,0.005288487,0.005134525,0.002051724,0.000386644,0,0,0,0,0,0,0,0,0,0,0.007997441,0,0.023874896,0.014880952,0,0,0
ASV000270,0,0,0,0,0,0,0,0,0,0.153115251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000271,0,0,0,0,0,0,0,0,0,0,0.059624255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567028769,0,0,0,0
ASV000274,0,0,0,0,0,0,0,0,0,0.234441603,0,0,0,0.018465516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106689646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000277,0,0,0,0,0,0,0,0.059283851,0,0,0,0,0.046540343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030285121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.517857143,0,0,0
ASV000281,0,0,0,0,0,0,0,0,0,0.202847904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109341369,0
ASV000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000285,0,0,0,0,0,0,0,0,0,0.138805415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000286,0,0,0,0,0,0,0,0,0,0.196822719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000287,0,0,0,0,0,0,0,0,0,0.194814324,0,0.000958681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7837492,0,0,0,0,0,0
ASV000289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193821684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017313019
ASV000290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755240444,0,0,0,0,0
ASV000291,0,0,0,0,0,0,0,0,0,0,0,0.093950724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02881497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000293,0,0,0,0,0,0,0,0,0,0.146612842,0,0,0.011397635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019998,0,0,0,0,0,0,0,0,0,0,0
ASV000295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030544858,0,0,0,0,0,0.0259974,0,0,0,0,0,0,0,0,0,0,0
ASV000296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000297,0.006652386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13035112,0,0,0,0,0,0.001522812,0,0,0,0,0,0,0,0,0
ASV000298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000299,0,0,0,0,0,0,0.259146341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759756878,0,0,0,0,0,0
ASV000301,0,0,0,0,0,0,0,0,0,0,0,0.064583026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310373642,0.014880952,0,0,0
ASV000302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555091321,0,0,0,0
ASV000303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057140451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03479794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000305,0,0,0,0,0,0,0,0,0,0.026109136,0.010687366,0,0,0.011284482,0,0,0,0,0,0,0,0,0,0,0,0.231925784,0,0,0,0,0,0
ASV000306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000308,0,0,0,0,0,0,0,0,0,0.146612842,0.000562493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133928571,0,0,0.050125313
ASV000309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735764555,0,0,0,0,0,0
ASV000310,0,0,0,0,0,0,0,0,0,0,0,0.016297575,0.015499296,0.021653224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157851827,0,0,0,0,0,0,0,0,0,0,0,0
ASV000314,0,0,0,0,0,0,0,0,0,0.130219513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000315,0,0,0,0,0,0,0,0,0,0,0,0,0.446703635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028998115
ASV000316,0,0,0,0,0,0,0,0,0,0,0,0,0.456972684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014499058
ASV000317,0,0,0,0,0,0,0,0,0,0,0,0.240626157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09335344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53718515,0,0,0,0
ASV000321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014880952,0,0,0
ASV000322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342261905,0,0,0
ASV000324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169843744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051939058
ASV000325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678175092,0,0,0,0,0
ASV000326,0,0,0,0,0,0.015710919,0.003810976,0,0,0,0,0,0,0,0,0,0,0,0.000863558,0,0,0,0,0,0,0,0,0,0,0,0.07204611,0.050125313
