Group,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Control,Control,Control
ASV000066,0,0,0.539568345,0.810240838,0,0.540216086,0.433746818,0.346563577,0.463111366,0.180572292,0.18379113,0.188424332,0.10373444,0.195414569,0.382542585,0.307377049,0.063706317,0.003895571,0,0,0,0.003376553,0,0,0,0,0.165700083,0,0.494510929,0.370866385,0.318868709,0.244872972,0.495049505,1.605995717,0.499121265,0.280986575,0.317608594,0.405417857,0.610856588,0.014788524,0.233899891,0,0,0,0,0.017691588,0
ASV000067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027963977,0.036560344,0.004814868,0.014400922,0.049385065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007394262,0,0.283919814,0.457452478,0.004126775,2.726713289,0.790472155,0
ASV000068,0,0.132863778,0.059952038,0.131292613,0.00719321,0,0.04128193,0.022489123,0.067189643,0.224369481,0.009451909,0.009085128,0.334255417,0.025170593,0.137137908,0.495218579,0.076005233,0.089877061,0.217411345,0.173705944,0.3394834,0.446940948,0.049394912,0.181570586,0,0,0.662800331,2.265005663,0,0.010301844,0.013863857,0.030609122,0.018335167,0.053533191,0.028119508,0.041627641,0.009341429,0.055284253,0.055532417,0.155279503,0.046779978,0.434483352,0.284242317,0.350775834,0,0.058588357,0
ASV000069,0,0.009709681,0.239808153,0.241177147,0.194216659,0.120048019,0.222968015,0.720487269,0.257330565,0.445146468,0.172242345,0.303545712,0.334255417,0.150287368,0.307958811,0.24760929,0.085515131,0.284146746,0.393142323,0.073782464,0.023951652,0.009080394,0,0,0,0,0,0.079275198,0,0.10301844,0.138638569,0.112233446,0.165016502,0.160599572,0.611599297,0.249765845,0.177487156,0.055284253,0.263778981,0.066548358,0.062373304,0.004301815,0.048854148,0.024760647,0.003950071,0,0
ASV000070,0,0.020742585,0,0.250580321,0,0.06002401,1.308917634,1.305202551,1.501481573,0,0,0,0,0,0,0,0,0,0,0,0.002114388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000071,0,0.187131606,0,0.007337757,0.36685369,0.120048019,0.128872803,0.214156841,0.396642593,0.270499188,0.122016181,0.270068675,0.50714615,0.354259103,0.601482052,0.256147541,0.516064132,0.034583814,0.0080457,0.004553734,0.002114388,0,0.074092368,0.045392646,0,0,0.165700083,0,0.089011967,0.05150922,0.152502426,0.19385777,0.183351669,0.62455389,0.182776801,1.175980851,0.298925736,0.313277435,0.596973483,0.199645075,1.294246063,0.180676245,0,0,0,0,0
ASV000072,0,0,0.059952038,0.040276596,0.129477773,0.06002401,0.024118406,0.011734401,0.012411921,0.271936186,0.004251701,0.01712034,0,0.056792262,0.276681744,0.034153005,0.004423066,0.106013007,0.424318683,0.202341076,0.059862004,0.005703841,0,0.49931911,0.182982617,0,0,0.011325028,0.009890219,0,0.041591571,0.020406081,0,0,0,0.072848371,0.056048575,0.027642127,0.069415521,0.221827862,0.842039607,0.073130861,0,0.037140971,0.035748332,0.423220332,0
ASV000073,0,0,0,0,0,0,0.007034575,0,0.001786735,0,0.003349411,0,0.172890733,0.009175711,0.038494851,0,0,0,0.20562458,0.366911717,1.275185228,0.250144749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038716338,0,0,0,0,0
ASV000074,0.009873618,0.211864446,0.119904077,0.106052059,0.021579629,0,0.061963695,0.092408324,0.162871825,0.04307869,0.123988077,0.108234481,0.472568004,0.344096752,0.538927918,1.579576503,0.478986266,0.042100861,0.03607955,0.061807526,0.02410884,0.012081596,0,0.045392646,0,0,0.911350456,0,0.009890219,0.05150922,0.055455428,0.030609122,0,0,0.112478032,0.260172755,0.308267165,0.322491477,0.416493128,0.029577048,0.031186652,0.012905446,0,0.037140971,0,0.32917724,0
ASV000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650657147,0
ASV000076,0,0,0,0,0,0,0,0.004210881,0,0,0.023445874,0,0.115260489,0.005331627,0,0.017076503,0.005823942,0.013875399,0.40965504,0.160383089,0.784665027,0.33924725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004301815,0,0,0,0,0
ASV000077,0,0.548676373,1.378896882,0.072323956,0.028772838,0.06002401,0.037398562,0.020680803,0.092051576,0.179853793,0.186526665,0.501091177,0.218994929,0.769788265,0.64478876,2.68954918,0.179066299,0.059618598,0.080227301,0.110952056,0.03067382,0.005029928,0,0,0.182982617,0,0,0,0,0,0.013863857,0.010203041,0,0,0,0,0,0.018428084,0,0.007394262,0,0.025810892,0,0,0,0.132649873,0
ASV000078,0,0,0,0.002096502,0,0,0.1596143,0.190514746,0.351011631,0.028719127,0.139652471,0.699707833,0.541724297,3.140760877,0.428255221,0.008538251,0.051727212,0.052917721,0,0,0,0,0.024697456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012905446,0,0,0,0,0
ASV000079,0,0.405632754,2.458033573,1.191960599,1.057401813,0,0.016010357,0,0.003573471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049394912,0.090785293,1.463860933,0,6.710853355,0,0,0.030905532,1.400249549,1.969186818,0.29336267,0.28551035,0.984182777,0.01040691,0.009341429,0,0,0,0,0,0,0.004126775,0,0,0
ASV000080,0,0.418437227,0.179856115,0.107049539,0.00719321,0,0.006463706,0.025662561,0.173755583,0,0.06750771,0.040510108,0.656984786,0.403112746,0.548551631,0.486680328,0.28348016,0.129221848,0.078955805,0.138171139,0.652504843,0.515712711,0,0.136177939,0.640439158,0,0,0,0,0,0,0,0,0,0,0,0.018682858,0,0,0,0,0.004301815,0,0,0,0,0
ASV000081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89052795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000082,0,0,0,0.034137826,3.769241836,0.480192077,0.446122709,0.157377935,0.063968342,0.089926896,0.131925761,0.058780958,0.265099124,0.125852964,0.122702339,0.341530055,0.07077151,0.026270812,0.068631072,0.030929593,0.004385965,0.019883967,0,0,0.182982617,0,0,0.826727067,1.582434972,0.144225816,0.027727714,0.051015203,0,0,0.049209139,0.072848371,0.093414292,0.304063393,0.111064834,0.014788524,0.015593326,0,0,0,0,0,0
ASV000083,0,0,0,0,0,0,0.361355402,0.519265536,2.113358432,0.661799896,0.114062885,0.066200896,0.011526049,0.05207918,0,0,0,0,0,0,0,0,0,0,0.457456542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000084,0.022598205,0.082992152,0,0.001048251,0.136670983,0,0.018088089,0.036486884,0.61534939,0.307475845,0.026458711,0.012577776,0.218994929,0.203854092,0.04090078,0.196379781,0.037449733,0.046892618,0.030571219,0.032862431,0.026380416,0.029568471,0.024697456,0,0.091491308,0,0,0,0.098902186,0.288451633,0.097046998,0.030609122,0.055005501,0,0.014059754,0.957435737,1.092947221,2.552289689,2.374010829,0.044365572,0.249493217,0.197883507,0,0.061901618,0,0,0
ASV000085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158791262,0,0.051014604,0.023125665,0.003485657,0,0.011154414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223694399,0.142121158,0.012380324,3.341793257,0.411887591,0
ASV000086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015830049,0,0,0,0,0,0,0,5.303765528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03697131,0,0,0,0,0,0.020661157,0
ASV000087,0,0,0,0,0.618616026,0,0,0,0.007108851,0.057438254,0.14099488,0.563889034,0.391885662,0.81090824,0.310364739,0.324453552,0.038715125,0,0,0,0,0,0,0.317748525,6.312900274,0,0.745650373,0,1.31539907,0.432677449,0.374324137,0.306091215,0.183351669,0.981441827,0.934973638,0.457904048,0.326950023,0.239565097,0.29154519,0.044365572,0,0,0,0,0,0.061983471,0
ASV000088,0,0.089158694,0,0.3136572,0.00719321,0,0.039911591,0.018208641,0.056008892,0,0.020356213,0.086450424,0.069156293,0.06894306,0.091425272,0.281762295,0.038568232,0.019854972,0.022536769,0,0.006343165,0.052460627,0,0,0,0,0.828500414,0.13590034,0.009890219,0.010301844,0.013863857,0.051015203,0.036670334,0,0.105448155,0.208138204,0.056048575,0.101354464,0.083298626,0.073942621,0.031186652,0.210788953,0.293124889,0.462198745,0.048955614,0.08088478,0
ASV000089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007765069,0.027465762,0,0.004800307,0.028053617,0.002514964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007394262,0,0.387163383,0.275359744,0.04539452,1.693874139,0.583092756,0
ASV000090,0,0,0.71942446,0.387113515,0,0,0.090305828,0.490935268,0.015966347,0.028719127,2.06036872,0,0.034578147,0,0.019247426,0,0.004017738,0.069991951,0.114840292,0.042164812,0.131855801,0.25247281,0,0.136177939,0,0,0,0,0.019780437,0.020603688,0,0,0,0,0.007029877,0,0,0.08292638,0,0,0,0,0,0,0,0.025586002,0
ASV000091,0.091463772,0.438281891,1.019184652,0.302117293,0,0.360144058,0.355754344,1.80213646,0.958024292,0.071797817,0.056007083,0,0.023052098,0,0,0,0,0,0,0,0,0,0,0.045392646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000092,0,0,0,0.014107442,0,0.06002401,0.042355404,0.116187699,0.028492539,0.190443841,0.038311523,0.096575961,0,0.094364104,0.185256472,0.017076503,0.050191414,0.372317938,0.16096367,0.076661847,0.196993472,0.097446166,0,0,0,0,0,0.419026048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012905446,0,0,0,0,0.310559006
ASV000093,0.010307153,0,0,0.073556279,0,0.06002401,0.016159266,0.015420642,0.029179461,0,0.044414021,0.014284082,0.20746888,0.552280665,0.632759118,0.102459016,0.812221023,0,0.076600718,0,0,0,0.024697456,0,0,0.004852484,0,0,0,0.020603688,0.013863857,0.010203041,0.110011001,0,0.168717047,0.270579665,0.214852872,0.16585276,0.166597251,0.03697131,0.046779978,0,0,0,0,0,0
ASV000094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055132885,0,1.886294684
ASV000095,0,0.020742585,0,0,0.064738886,0,0,0,0,0.028719127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019780437,0.041207376,0.249549425,0.265279053,0.440044004,1.284796574,1.398945518,2.424810074,1.531994395,1.538745047,1.513258365,0.022182786,0.732886325,0.103243569,0.111032155,0.103169363,0,0,0
ASV000096,0,0,0.419664269,0.001048251,0.014386419,0,0.003014681,0.00233296,0.015985392,0.177521275,0.008503401,0,0.046104195,0,0.052930421,0,0.014965184,0,0,0,0.006343165,0.003376553,0,0,0.274473925,0,0.994200497,0.011325028,0,0,0,0,0,0,0.014059754,0,0.009341429,0.036856169,0,0,0,0.012905446,0,0.053648069,1.77203302,0.601675185,2.577147691
ASV000097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004423066,0.010289532,0.002751353,0,0.004764968,0.006753106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027766209,0.007394262,0,0.073130861,0.039971576,0.024760647,1.616258911,0.493093258,0
ASV000098,0.795103459,0.058258083,0,0.008922995,0.115091354,0,0,0.018733282,0.00353538,0,0.004251701,0.338491861,0,0.035215301,0,0.034153005,0.020998157,0.082329875,0.014340425,0.023703302,0.002382484,0.118266898,0.543344036,0.136177939,0,0,0,0,0.148353279,0.072112908,0.041591571,0.010203041,0,0,0,0,0,0.009214042,0,0,0.171526587,0.004301815,0,0.148563882,0,0,0
ASV000099,0.686829502,0.228212057,1.738609113,0.234789023,2.02848511,0.120048019,0.037902122,0.011804002,0.003573471,0,0,0,0,0,0,0,0.0033173,0,0,0,0,0,0.716226229,7.989105765,2.653247941,0,0,0,0.316486994,0.175131349,0.221821711,0.40812162,0.110011001,0.053533191,0.182776801,0.104069102,0.046707146,0.469916152,0.055532417,0.110913931,0.015593326,0,0,0,0,0,0
ASV000100,0,0,0,0,0,0,0,0.00233296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.867041925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077432677,0,0,0,0,1.3148543
ASV000101,0,0,0,0.001048251,0,0,0.003231853,0,0,0,0,0,0,0,0,0,0.006634599,0.028127913,0.01045697,0.014400922,0.014026808,0.009754308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014788524,0,0.025810892,0.377509327,0.016507098,0.75851778,0.658098269,0
ASV000102,0.082273447,0.112996071,0,0.004193004,0,0,0.055065645,0.076704013,0.423093742,0.148083649,0.310103288,1.421838775,0.218994929,0.519186619,0.156385333,0.162226776,0.098748219,0.018344848,0.002063515,0.014349261,0.034301779,0.023982503,0,0,1.006404392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000103,0,0.156701155,0.299760192,0.008158779,0,0,0.12061489,0.027540482,0.129190486,0.014359563,0,0,0,0,0,0,0,0,0.591087377,0.459446569,0.280340268,1.226927551,0.024697456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021509077,0,0,0,0.040422262,0
ASV000104,0.068911444,0.201279888,0.959232614,0.163459622,0.208603079,6.12244898,1.793784453,0.084253129,0.07789101,0,0,0,0.046104195,0.042034472,0,0,0,0,0,0.004553734,0,0.007544892,0.049394912,0,0,0,0,0,0.029670656,0.123622128,0,0,0,0,0,0.01040691,0,0,0,0.007394262,0.155933261,0,0.044412862,0.004126775,0,0,0
ASV000105,0.010307153,0.029129042,0,0,0.021579629,0.06002401,0.039626157,0.051661289,0.21656715,0.905370997,1.577521993,0.269959226,0.772245274,0.518435264,0,0,0.006253974,0.110649081,0.035605698,0.080710521,0.066029635,0.02326052,0,0,0,0,0.331400166,0,0.019780437,0.030905532,0.027727714,0.010203041,0,0.053533191,0,0.01040691,0,0,0,0,0,0.008603631,0,0,0,0,0
ASV000106,0,0.020742585,1.258992806,0.252657136,0,0,0.015073407,0.041886247,0.052465783,0.126903553,0.513946605,0.009085128,0.092208391,0.073405689,0.057742277,0.093920765,0.002211533,0.334003892,0.107438961,0.049391103,0.309978398,0.135823577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004301815,0,0,0,0,0
ASV000107,0.010307153,0.845641358,0.299760192,1.055825472,0,0,0.009763822,0.046412965,0.064179466,0,0.008549619,0.060224399,0.057630244,0.003844084,0,0.025614754,0.0033173,0.000791502,0.002011425,0,0,0.012943185,0,0.544711757,0.365965233,0,0.497100249,0,0.039560874,0.092716596,0.235685568,0.061218243,0.091675834,1.623840114,0.499121265,0.124882922,0.018682858,0.073712338,0,0.059154096,0,0,0,0.012380324,0,0,0
ASV000108,0,0,0,0,0,0,0,0,0.001786735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024697456,0,0,0,0.082850041,11.25707814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000109,0.083574053,0.102838045,0,0.112955045,0,0.06002401,0.027783648,0.008876801,0.007127896,0.032488643,0.013749827,0.018392004,0.069156293,0.015376336,0,0.025614754,0.005148207,0,0.00402285,0.004553734,0,0.006753106,0.074092368,0,0.182982617,0.009704969,0,5.605889015,0.009890219,0.010301844,0.027727714,0,0,0,0.035149385,0.093662192,0,0.009214042,0,0,0,0,0,0,0,1.421487603,0.37593985
ASV000110,0.051535766,0,0,0.06682975,0,0,0.052348782,0.008876801,0.02937154,0,0.158756769,0.078657519,0.057630244,0.099077185,0,0,0.016759418,0.174245407,0.317230897,0.35498844,0.307150851,0.247199377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038716338,0,0,0,0,0
ASV000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01005071,0.015038546,0.002751353,0.014400922,0.019611967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027766209,0.007394262,0.015593326,0.004301815,0.213181737,0.004126775,1.829312607,0.376517026,0
ASV000112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.527368012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000113,0,0,0,0,0.050352467,0.120048019,0.013566544,0.0116648,0.041572337,0.086157381,0.004251701,0.032454337,0,0,0,0,0.0033173,0.167661818,0.031612437,0.054088089,0.04409981,0.012943185,0,0.045392646,0,0,0,0.079275198,0,0.020603688,0.013863857,0.040812162,0.018335167,0,0.021089631,0.041627641,0.028024288,0.018428084,0,0.147885241,0,0.004301815,0,0.033014196,0,0,0
ASV000114,0,0,0.599520384,0.003144753,0,0,0.003014681,0,0.017695947,0.126903553,0,0,0.011526049,0.023064504,0.363295159,0,0,0.004749015,0.002751353,0,0,0,0,0,0.091491308,0,0.082850041,0,0,0,0,0,0,0,0,0,0.009341429,0,0,0,0,0.034414523,0,0,0.10651896,0.560973204,0
ASV000115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006634599,0.01847967,0,0,0.020906165,0.003188877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202185322,0.137679872,0.008253549,0.842717121,0.25247133,0.181374489
ASV000116,0.071966294,0.280708317,0,0.009434259,0,0.06002401,0.118467941,0.061004967,0.09034875,0.328655941,0.076304027,0.144261503,0.484094053,0.103038912,0.406601867,0.862363388,0.079641783,0.1374373,0.122209403,0.030929593,0.007147452,0.012644624,0.049394912,0.363141171,0.182982617,0,0,0.283125708,0,0.020603688,0,0.061218243,0.146681335,0.089221984,0.098418278,0.052034551,0.074731434,0.018428084,0.013883104,0.059154096,0,0,0,0,0,0,0
ASV000117,0.009873618,0.062676099,0,0,0.00719321,0.120048019,0.019025038,0.020680803,0,0,0.003349411,0,0,0.003844084,0,0,0,0,0,0,0,0,0.123487281,0.045392646,0,0,0,0,1.958263278,0.679921706,1.122972411,1.448831752,0.806747341,0.481798715,0.618629174,0.614007701,0.261560019,0.276421266,0.472025545,0.022182786,0.857632933,0,0,0.037140971,0,0,0
ASV000118,0,0,0.659472422,0.984232233,0.021579629,0,0.109982381,0.030082245,0.16689269,0.057438254,0.024607914,0.004542564,0.126786538,0.027527134,0,0,0.004017738,0.034196777,0.002699263,0,0,0,0,0,0,0,0,0,0,0.010301844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000119,0,0,0.059952038,0.043648578,0,0.360144058,0.255789152,0.361912695,0.780405526,0.201033889,0.122016181,0.129231488,0.20746888,0.617129189,0.146761621,0.017076503,0.029193257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000120,0.246320827,0.167307527,0,0.051080263,0,0.120048019,0.033025925,0.180507227,0.021545406,0.014359563,0.2259429,0.252918923,0.242047026,0.150405011,0.007217785,0.093920765,0.038715125,0.029762936,0.042809335,0.178816581,0.072354454,0.149671048,0,1.13481616,0,0,0.082850041,0.226500566,0.237365246,0.236942413,0.083183142,0.081624324,0.110011001,0.017844397,0.196836555,0.02081382,0.074731434,0.156638717,0.111064834,0.081336883,0.873226259,0,0,0.416804226,0,0,0
ASV000121,0,0,0,0.063937948,0.338080852,0.300120048,0.137685384,0.0116648,0.189747406,0.057438254,0.041707151,0.069158308,0.046104195,0.330576054,0.32239438,0.204918033,0.380310068,0.013404541,0.005398526,0,0,0,0.024697456,0,0,0,0.414250207,0,0.029670656,0.010301844,0.013863857,0.010203041,0.018335167,0.124910778,0.056239016,0.083255282,0.009341429,0.184280844,0.083298626,0,0,0,0,0,0,0.039736854,0
ASV000122,0.032905358,0.02119093,0,0.000991444,0,0,0,0.007068481,0,0,0,0,0,0,0,0,0.004472472,0,0.003485657,0,0,0,0.074092368,0.045392646,0,0,0,0,0,0,0.512962706,0.581573309,0.183351669,0.356887937,0.74516696,0.270579665,0.906118636,0.654196996,0.957934194,2.092576161,0.717292999,0.008603631,0,0.041267745,0,0,0
ASV000123,0,0,0,0.005241255,0,0,0.003517287,0.148843874,0.010644231,0,0,1.175188669,0.115260489,0.175325152,0,0.051229508,0.017311639,0,0.003485657,0,0,0,0.024697456,0.136177939,0,0,0,0,3.184650381,0.092716596,0.013863857,0.010203041,0.018335167,0.124910778,0.295254833,0.02081382,0.009341429,0.248779139,0.027766209,0.007394262,0.015593326,0,0,0,0,0,0
ASV000124,0,0,0,0,1.150913538,0.180072029,0.184915076,0.32792822,0.392362825,0.643129339,0.180745746,0.064535707,0.011526049,0.04526001,0.024059282,0.05976776,0.128050371,0.025406429,0.00412703,0,0,0,0,0,0,0,0,0,0.079121749,0.391470073,0.083183142,0.112233446,0.018335167,0.071377587,0.182776801,0.031220731,0.009341429,0,0.013883104,0,0,0,0,0,0,0,0
ASV000125,0,0,0,0.002974332,0,0,0,0,0,0,0,0,0.057630244,0.005331627,0,0,0.0033173,0.019871382,0.010994163,0.182360197,0.324311833,1.357168003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015593326,0.103243569,0.062178007,0,0,0,0
ASV000126,0,0.042381861,0.299760192,0.007053721,0.028772838,0,0.012058726,0.004735521,0,0.046848206,0.027101251,0.00739938,0.023052098,0.015994882,0.139543836,0.042691257,0.010026008,0.011215856,0.169601213,0.10546369,0.082787554,0.163863534,0,2.632773491,0.823421775,0,0.165700083,0.996602492,0.247255464,0.247244257,0.041591571,0.163248648,1.320132013,0.33904354,0.133567663,0.145696743,0.102755722,0.055284253,0.055532417,0.022182786,0,0,0.057736721,0.12793001,0,0.01243801,0
ASV000127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.911102484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004126775,0,0,0.011542013
ASV000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008920241,0.016497669,0.00825406,0,0.015605006,0,0,0,0.091491308,1.247088509,2.236951118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060225415,0.297566175,0,0.56356888,0.119004609,0
ASV000129,0,0.050319972,0,0,0,0,0,0.004735521,0.019444592,0,0.004251701,0.013748845,0.057630244,0.041415926,0,0.093920765,0,0.170905161,0.38816205,0.756098409,0.225686862,0.111201256,0.049394912,0.317748525,0,0,0,0,0,0,0,0,0.018335167,0.017844397,0,0,0,0.009214042,0,0,0,0.043018154,0,0.004126775,0,0,0
ASV000130,0,0,0,0.915412886,0,0,0.085636328,0.056130243,0.00176769,0,0.008503401,0.008570449,0,0.079355862,0.048118564,0.076844262,0.149710968,0.003233421,0,0,0,0,0.024697456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004126775,0,0,0
ASV000131,0,0,0.059952038,0.073101821,0,0,0,0.00233296,0.003573471,0.036258158,0,0.005713633,0,0.013019795,0,0,0.001105767,0.655277241,0.050118685,0.512170453,0.243185449,0.054482367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008603631,0,0.004126775,0,0,0
ASV000132,0.009873618,0,0,0,0.100704935,0.120048019,0.118524774,0.674656093,0.988349904,0.014359563,0.034656145,0,0,0.003844084,0,0,0,0.003233421,0,0,0,0,0,0,0.640439158,0,0,0,0.009890219,0.072112908,0.013863857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000133,0.041228613,2.210378013,4.016786571,0.209414496,0,0.06002401,0.052336398,0.013542721,0.069128739,0.54548639,0.161749494,0.032554932,0.887505763,0.426662986,0,0,0,0.040544188,0,0,0,0,0,0.045392646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000134,0.080085668,0.063124445,0,0.023004715,0,1.020408163,0.26126003,0.088299212,0.044858502,0.014359563,0.023798058,0.211473396,0.726141079,0.411169008,0,0.759904372,0.27211409,0.035909133,0.010057124,0.057253792,0.040610693,0.022329128,0.345764386,0,0,0,0,0,0.108792404,0.082414752,0,0.081624324,0.018335167,0,0.014059754,0,0,0,0,0,0,0,0,0,0,0,0
