Group,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Control,Control,Control
ASV000629,0.053086129,0,0,0.003087946,0,0.180072029,0.025774179,0.018208641,0.005847319,0,0.011852812,0.013748845,0,0,0,0,0,0,0,0,0,0,0.098789825,0,0,0,0,0,0.049451093,0.185433193,0.055455428,0.071421284,0.073340667,0,0.035149385,0,0,0,0.013883104,0.022182786,0,0,0,0,0,0,0
ASV000630,0,0,0,0.004193004,0,0.120048019,0.029154941,0.014136962,0,0,0.013397642,0.025891979,0.011526049,0.005331627,0,0.017076503,0.012913276,0.011091974,0.03425961,0.08482277,0.013157895,0.006377754,0,0,0,0,0,0.011325028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000631,0,0.009709681,0,0.002096502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002063515,0.014400922,0.017719394,0.013130861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041627641,0,0.027642127,0.013883104,0.022182786,0,0.004301815,0,0.020633873,0,0,0
ASV000632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098941753,0,0,0.07110128,0.038853813,0
ASV000633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017765145,0,0.051182814,0.176872571,0
ASV000634,0.087541851,0.946732106,0,0.006940107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024697456,0.226963232,0.091491308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000635,0,0.02119093,0,0.010368896,0,0,0.022622972,0.023468803,0.016242336,0,0.012801319,0.042689975,0,0,0,0.025614754,0.014744183,0.022183948,0.006971313,0.018708083,0.002114388,0.003376553,0,0,0,0,0,0,0.029670656,0.010301844,0.027727714,0.010203041,0.091675834,0.035688794,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000636,0,0,0,0,0.00719321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009890219,0.123622128,0.083183142,0.112233446,0.055005501,0.035688794,0.021089631,0.114476012,0.168145726,0.08292638,0.09718173,0,0,0,0,0,0,0,0
ASV000637,0,0.058258083,0.059952038,0,0.00719321,0,0,0,0.005360206,0.032488643,0.004251701,0,0.034578147,0.005331627,0,0.025614754,0.001105767,0.017485934,0.026948214,0,0.021680075,0.005703841,0,0.363141171,0.091491308,0,0,0,0.009890219,0,0,0,0,0,0.007029877,0.02081382,0.046707146,0.055284253,0.013883104,0,0,0,0,0,0,0,0
ASV000638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010227591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042428198,0.035490261,0
ASV000639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07417546,0
ASV000640,0,0.019419361,0,0.007337757,0,0,0,0.004735521,0,0,0,0.00739938,0,0.018351422,0,0.119535519,0.031970306,0,0,0,0,0,0,0.136177939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099155835,0
ASV000641,0.019747235,0,0,0,0,0,0.006749141,0.021135843,0.011675593,0,0,0.014284082,0.046104195,0.019838966,0,0.051229508,0.052071727,0,0,0,0,0.003376553,0,0,0,0,0,0,0.039560874,0,0,0.010203041,0.018335167,0,0.042179262,0.01040691,0.018682858,0.027642127,0.083298626,0,0.015593326,0,0,0,0,0,0
ASV000642,0,0,0,0.159155256,0,0,0.003517287,0.00466592,0,0,0,0,0,0,0,0,0.005823942,0.009700262,0.002011425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248221161,0,0
ASV000645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015038546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116149015,0,0,0.062010444,0,0
ASV000646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002211533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007394262,0,0,0,0,0,0.063552328,0
ASV000647,0.024582104,0.042381861,0,0,0,0.180072029,0.083787197,0.064748971,0.00176769,0,0.003349411,0,0,0,0,0,0,0,0.041827878,0.040231974,0.004228777,0.024170179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000648,0,0.02119093,0,0,0,0,0,0,0,0,0.039596603,0.013213608,0,0.005331627,0,0,0,0.003233421,0.010057124,0.004553734,0.073257618,0.094666735,0,0.045392646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414250207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128611001
ASV000650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002211533,0,0,0,0.002382484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066619293,0,0.055483029,0.019426906,0
ASV000651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072409378,0
ASV000652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069760254,0
ASV000653,0.041911905,0.020742585,0,0.002096502,0,0,0,0.288908067,0,0,0.042395908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000654,0.009873618,0.02119093,0,0.007224143,0.079125306,0,0,0,0.020141201,0.04307869,0.004251701,0.108737456,0,0.011532252,0,0,0.002236236,0.012933683,0,0,0,0,0,0,0.182982617,0,0,0,0,0.092716596,0,0.030609122,0.036670334,0.017844397,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06923153,0.144225816,0.069319285,0.020406081,0.091675834,0.214132762,0.056239016,0.041627641,0,0.009214042,0,0,0.374239825,0,0,0,0,0,0
ASV000656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397903727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000657,0,0,0,0.005241255,0,0,0,0.016539523,0,0,0,0.072589281,0,0.015994882,0,0,0.009546571,0,0,0,0,0,0,0,0,0,0,0,0.059341311,0.288451633,0.055455428,0.081624324,0,0,0.007029877,0,0,0,0,0,0,0,0,0,0,0,0
ASV000658,0,0,0.539568345,0.03118318,0.00719321,0,0,0,0.001786735,0,0,0,0,0,0,0,0.002236236,0,0,0,0.002114388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044365572,0,0,0,0,0,0,4.186713946
ASV000659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033173,0,0,0,0.002382484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014788524,0,0.004301815,0,0,0.071801567,0,0
ASV000660,0.019747235,0.68194364,0,0.008979802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074092368,0.090785293,0.182982617,0,0,0,0,0,0,0,0,0,0,0.01040691,0,0,0,0,0.031186652,0,0,0,0,0,0
ASV000661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388198758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003233421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008253549,0.01305483,0.063578966,0
ASV000663,0.009873618,0,0,0,0,0,0,0.031050087,0.008121168,0,0.0749109,0.041861808,0.023052098,0.065349427,0,0,0,0.011091974,0.024137099,0.014400922,0.004385965,0,0.049394912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000664,0.020180771,0.102389699,0,0,0,0,0.003231853,0.04209505,0,0,0.1196921,0.10874631,0,0.009175711,0,0,0,0,0.003485657,0,0,0,0.024697456,0.136177939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000665,0,0,0,0,0,0,0.035538001,0.037524327,0.117694028,0.018129079,0.014299932,0,0,0.005331627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000666,0,0,0,0,0,0,0,0,0,0,0,0,0.011526049,0,0,0,0,0,0,0.007174631,0.049213405,0.041281702,0,0,0,0,0,0,0,0,0.013863857,0.010203041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081410656,0.03827695,0
ASV000668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004423066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093611013,0.039586843,0
ASV000669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003342003,0,0,0,0.007147452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004301815,0.004441286,0,0.003950071,0.023842112,0
ASV000670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011091974,0,0,0.00877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022206431,0,0,0.058977652,0
ASV000671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068877213,0
ASV000672,0,0,0,0.001048251,0,0,0,0.00699888,0.00530307,0,0.011852812,0.005713633,0,0,0,0.017076503,0,0,0.003439192,0,0.002114388,0.00656543,0,0.181570586,0,0,0,0.554926387,0,0.010301844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05325948,0.072998621,0
ASV000674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003233421,0,0.004800307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062178007,0,0.091765272,0.033014196,0
ASV000675,0,0,0,0,0,0,0,0.00233296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030829142,0
ASV000676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063552328,0
ASV000677,0.265450748,0.019419361,0,0.032635117,0,0,0.010266428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049394912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000678,0.114061977,0.398569521,0,0.003144753,0,0.06002401,0,0,0.005828274,0,0,0.002856816,0,0,0,0,0,0,0,0,0,0,0.049394912,0.045392646,0.274473925,0,0,0,0.009890219,0.092716596,0.013863857,0.020406081,0.018335167,0,0,0,0,0.009214042,0,0.029577048,0.07796663,0,0,0.012380324,0,0,0
ASV000679,0.030487924,0.020742585,0,0,0,0,0.006749141,0.019701124,0,0,0.042303474,0.027376536,0.011526049,0.010663254,0,0.017076503,0.001105767,0,0,0,0,0,0,0,0,0,0,0,0.227475027,0.030905532,0.055455428,0.010203041,0.036670334,0.053533191,0.021089631,0,0,0,0.013883104,0,0.031186652,0,0,0,0,0,0
ASV000680,0.009873618,0.019419361,0,0,0,0,0.009478388,0.007068481,0.005847319,0,0.031306735,0.079059899,0,0.009175711,0,0.05976776,0.008035475,0,0,0,0,0,0.049394912,0,0,0,0,0,0.158243497,0.010301844,0.013863857,0,0.018335167,0.053533191,0.014059754,0.01040691,0,0,0,0,0.015593326,0,0,0,0,0,0
ASV000681,0.012291052,0,0,0.001048251,0,0,0.007034575,0.027363846,0,0,0.053942753,0.073467419,0.057630244,0,0,0.008538251,0,0.003233421,0.01045697,0,0.002382484,0.003376553,0,0.181570586,0,0,0,0,0,0,0,0,0.183351669,0,0.056239016,0,0,0,0,0,0,0,0,0,0,0,0
ASV000682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011019093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021509077,0.066619293,0,0.229387639,0.005777484,0
ASV000683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003233421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008882572,0,0.066719943,0.024725153,0
ASV000684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001105767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130548303,0.028887422,0
ASV000685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12045083,0,0,0,0.075036848,0
ASV000686,0,0,0,0.014618707,0,0,0,0.034887367,0.004060584,0,0.136791337,0.013213608,0,0.003844084,0,0.008538251,0.001105767,0.012933683,0.002011425,0,0.006879356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007174631,0.006500353,0,0,0,0,0,0,0.022650057,0,0,0.013863857,0,0,0,0,0.01040691,0,0.055284253,0.111064834,0,0.015593326,0,0,0,0,0,0
ASV000688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001375677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192014267,0.025874433,0
ASV000689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001105767,0,0,0,0.002382484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022206431,0,0.274510185,0.018759212,0
ASV000690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059251067,0.080009106,0
ASV000691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00316601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026647717,0,0.019750356,0.036204689,0
ASV000692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002514964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045691906,0.052982472,0
ASV000693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001105767,0,0,0.009600614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039164491,0.035321648,0
ASV000694,0,0,0,0,0,0,0.003014681,0,0,0,0,0,0.011526049,0,0,0,0,0.008779408,0,0,0,0,0,0,0.091491308,0,0.165700083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022206431,0,0.10770235,0.0150117,0
ASV000696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001583005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055631595,0
ASV000697,0.674865803,0.02119093,0,0.003144753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074092368,0.090785293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000698,0.020180771,0.189373335,0,0.082624646,0.028772838,0,0,0,0.00353538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010301844,0.013863857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000699,0.010307153,0,0,0.002096502,0,0.240096038,0.0224058,0.010754722,0,0,0.007601111,0.019441919,0,0.015994882,0,0.025614754,0.009951899,0.005545987,0.006086365,0.08274668,0.026158601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009341429,0,0,0,0,0,0,0.004126775,0,0,0
ASV000700,0,0,0,0,0,0,0.003517287,0.014067361,0.007634054,0,0.023751841,0.029698116,0,0.019838966,0,0,0.001105767,0.000791502,0.009670576,0.009107468,0,0.006377754,0,0.136177939,0,0,0,0.056625142,0.019780437,0.10301844,0.013863857,0.020406081,0.018335167,0.035688794,0.056239016,0,0,0.027642127,0,0,0,0,0,0,0,0,0
ASV000701,0,0,0,0.005184448,0,0,0.039638541,0.019631523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019780437,0,0,0.010203041,0.073340667,0.053533191,0.203866432,0.124882922,0,0,0,0,0,0,0,0,0,0,0
ASV000702,0,0,0,0.008272394,0,0,0,0.023912005,0,0,0.007601111,0.030112199,0,0,0,0,0.004017738,0,0,0,0,0,0,0,0,0,0,0,0.059341311,0.05150922,0.041591571,0.051015203,0.073340667,0.142755175,0.119507909,0,0,0.009214042,0,0,0,0,0,0,0,0,0
ASV000703,0,0,0,0,0,0,0,0,0.007146941,0,0,0,0,0.007688168,0.048118564,0,0,0.004749015,0,0,0,0,0,0,0,0,0.082850041,0.011325028,0,0,0,0,0,0,0,0.01040691,0,0.018428084,0.027766209,0.014788524,0,0,0,0,0.10651896,0.051226573,0
ASV000704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001105767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007394262,0,0.081734492,0,0,0.06922509,0.016827971,0
ASV000705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002211533,0.005545987,0,0,0.008457554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030112708,0,0,0.047400853,0.037732311,0
ASV000706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002911971,0,0,0,0,0.002514964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068537859,0.051339445,0
ASV000707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001583005,0,0,0.002114388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013883104,0,0,0,0,0.012380324,0.024970941,0.032188841,0
ASV000708,0,0,0,0.080698565,0.093511725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045392646,0,0,0,0,0,0.030905532,0.013863857,0.010203041,0.018335167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007394262,0,0,0,0,0,0,0.118717847
ASV000710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002382484,0.003376553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158225004,0.036067124,0
ASV000711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050333348,0
ASV000712,0.009873618,0,0,0.002096502,0,0,0,0.030151846,0.00176769,0,0.030144695,0.066775053,0.080682342,0.057160356,0,0.008538251,0,0,0,0,0,0,0,0.136177939,0,0,0,0.022650057,0,0,0,0.010203041,0.073340667,0.017844397,0.028119508,0,0,0.009214042,0,0.007394262,0,0,0,0,0,0,0
ASV000713,0.020180771,0.067967764,0,0.010368896,0,0,0.027634739,0.023538404,0.037875238,0,0,0,0,0.013019795,0,0,0,0,0,0.004800307,0.004764968,0.008406481,0.074092368,0,0.274473925,0,0,0.011325028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000714,0,0,0,0,0,0.06002401,0.013498281,0.007068481,0.001786735,0,0.051449415,0.13776082,0,0.057160356,0,0,0,0.003233421,0,0,0,0,0.024697456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000715,0,0,0,0.002096502,0,0,0,0.019631523,0,0,0.011899029,0.004542564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036670334,0.160599572,0.105448155,0.083255282,0.084072863,0.119782549,0.055532417,0,0,0,0,0,0,0,0
ASV000716,0,0,0,0,0,0.120048019,0.086882525,0.029931206,0.058960305,0,0.029854339,0.022198141,0,0.019838966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000717,0,0,0,0.002096502,0,0,0.003231853,0.008421762,0,0,0,0.002856816,0.011526049,0.038190388,0,0.008538251,0.079409374,0,0,0,0,0,0,0,0,0,0,0,0.009890219,0,0.013863857,0.010203041,0.018335167,0,0.035149385,0.02081382,0,0.009214042,0.013883104,0,0,0,0,0,0,0,0
ASV000718,0,0.042381861,0,0,0,0,0.016010357,0,0.013424238,0,0.012801319,0.058659805,0.023052098,0.027527134,0,0.034153005,0.001105767,0,0,0,0,0,0,0,0,0,0,0,0.118682623,0.061811064,0.083183142,0,0.018335167,0,0.028119508,0,0,0,0,0,0,0,0,0,0,0,0
ASV000719,0,0.23881843,0,0.078942906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181570586,0,0,0,0,0,0,0,0,0,0,0.007029877,0,0,0.018428084,0,0,0,0,0,0,0,0,0
ASV000720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004764968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061159622,0.04800815,0
ASV000721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002382484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012905446,0,0,0.066931992,0.049000341,0
ASV000722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002382484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012905446,0.017765145,0,0.047664442,0.04415206,0
ASV000723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062695925,0
ASV000724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014557453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042385977,0
ASV000725,0,0.029129042,0,0.066559365,0,0,0.007034575,0.008876801,0.046713689,0.014359563,0.010400416,0,0.011526049,0,0,0.034153005,0.006634599,0,0,0,0,0,0,0.136177939,0,0,0,0,0,0,0.013863857,0.030609122,0.055005501,0,0,0.01040691,0,0.018428084,0,0,0,0,0,0,0,0,0
ASV000726,0,0,0,0,0,0,0,0.004210881,0,0,0.004251701,0.034341274,0.023052098,0.010663254,0,0,0.007814474,0,0.000687838,0,0,0,0,0,0,0,0,0,0.009890219,0.092716596,0.027727714,0.061218243,0.091675834,0.071377587,0.14059754,0,0.009341429,0.018428084,0.041649313,0,0,0,0,0,0,0,0
ASV000727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300606356,0,0
ASV000728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004228777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07524466,0.05793841,0
ASV000729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004228777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017765145,0,0.083412774,0.04415206,0
ASV000730,0,0,0,0,0,0,0,0,0.007146941,0,0,0,0.011526049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06795017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016225864,0
ASV000731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043018154,0,0,0,0.03879168,0
ASV000732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009341429,0,0,0,0,0,0,0,0,0.060929842,0
ASV000733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119311964,0
ASV000734,0.051535766,0.692550012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074092368,0.272355878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000735,0.010307153,0,0,0.002039695,0,0,0,0,0,0,0,0.008035212,0,0.014507338,0,0,0.015604246,0.015246249,0.010057124,0,0.007147452,0.002514964,0,0.045392646,0,0,0,0.045300113,0,0.133923972,0.013863857,0.040812162,0.018335167,0,0.014059754,0,0,0,0.027766209,0.007394262,0,0,0,0,0,0,0
