Gene,Sample,OTU,GeneCountPerGenome,OTUAbundanceInSample,CountContributedByOTU,ContributionPercentOfSample,ContributionPercentOfAllSamples,Kingdom,Phylum,Class,Order,Family,Genus,Species
K01183,L10_8,939811,3,0.101061142,0.303183426,0.045627376,9.37E-05,,,,,,,
K01183,L10_8,590482,1,0.631632137,0.631632137,0.095057034,0.000195187,,,,,,,
K01183,L10_9,106281,1,0.056826254,0.056826254,0.007366483,1.76E-05,,,,,,,
K01183,L10_9,275246,3,1.36383009,4.091490269,0.53038674,0.001264353,,,,,,,
K01183,L10_9,217732,1,2.471942037,2.471942037,0.320441989,0.00076388,,,,,,,
K01183,L10_9,4198891,1,0.014206563,0.014206563,0.001841621,4.39E-06,,,,,,,
K01183,L10_9,939811,3,0.170478761,0.511436284,0.066298343,0.000158044,,,,,,,
K01183,L10_9,585394,3,0.014206563,0.04261969,0.005524862,1.32E-05,,,,,,,
K01183,L10_9,4416230,1,0.04261969,0.04261969,0.005524862,1.32E-05,,,,,,,
K01183,L10_9,590482,1,0.45461003,0.45461003,0.05893186,0.000140484,,,,,,,
K01183,L10_9,139292,1,0.028413127,0.028413127,0.003683241,8.78E-06,,,,,,,
K01183,L10_B,106281,1,0.013863857,0.013863857,0.013157895,4.28E-06,,,,,,,
K01183,L10_B,275246,3,0.305004852,0.915014557,0.868421053,0.000282758,,,,,,,
K01183,L10_B,217732,1,0.083183142,0.083183142,0.078947368,2.57E-05,,,,,,,
K01183,L10_B,590482,1,0.041591571,0.041591571,0.039473684,1.29E-05,,,,,,,
K01183,L11_7,275246,3,0.316725545,0.950176635,0.296577947,0.000293624,,,,,,,
K01183,L11_7,217732,1,0.255816786,0.255816786,0.079847909,7.91E-05,,,,,,,
K01183,L11_7,4198891,1,0.803995615,0.803995615,0.25095057,0.000248451,,,,,,,
K01183,L11_7,590482,1,1.19381167,1.19381167,0.372623574,0.000368912,,,,,,,
K01183,L11_8,106281,1,0.005360206,0.005360206,0.00106383,1.66E-06,,,,,,,
K01183,L11_8,275246,3,0.375214408,1.125643225,0.223404255,0.000347846,,,,,,,
K01183,L11_8,217732,1,0.627144082,0.627144082,0.124468085,0.0001938,,,,,,,
K01183,L11_8,854050,1,0.005360206,0.005360206,0.00106383,1.66E-06,,,,,,,
K01183,L11_8,797229,1,0.005360206,0.005360206,0.00106383,1.66E-06,,,,,,,
K01183,L11_8,4198891,1,0.418096055,0.418096055,0.082978723,0.0001292,,,,,,,
K01183,L11_8,939811,3,0.042881647,0.12864494,0.025531915,3.98E-05,,,,,,,
K01183,L11_8,4416230,1,0.032161235,0.032161235,0.006382979,9.94E-06,,,,,,,
K01183,L11_8,590482,1,2.530017153,2.530017153,0.50212766,0.000781826,,,,,,,
K01183,L11_8,1010927,3,0.053602058,0.160806175,0.031914894,4.97E-05,,,,,,,
K01183,L11_9,106281,1,0.015909211,0.015909211,0.002325581,4.92E-06,,,,,,,
K01183,L11_9,554415,1,0.00530307,0.00530307,0.000775194,1.64E-06,,,,,,,
K01183,L11_9,275246,3,0.869703558,2.609110675,0.381395349,0.000806268,,,,,,,
K01183,L11_9,646549,1,0.010606141,0.010606141,0.001550388,3.28E-06,,,,,,,
K01183,L11_9,217732,1,1.352282972,1.352282972,0.197674419,0.000417883,,,,,,,
K01183,L11_9,1033018,2,0.042424564,0.084849128,0.012403101,2.62E-05,,,,,,,
K01183,L11_9,854050,1,0.047727634,0.047727634,0.006976744,1.47E-05,,,,,,,
K01183,L11_9,797229,1,0.00530307,0.00530307,0.000775194,1.64E-06,,,,,,,
K01183,L11_9,4198891,1,0.827278995,0.827278995,0.120930233,0.000255646,,,,,,,
K01183,L11_9,939811,3,0.127273691,0.381821074,0.055813953,0.00011799,,,,,,,
K01183,L11_9,1101451,1,0.00530307,0.00530307,0.000775194,1.64E-06,,,,,,,
K01183,L11_9,590482,1,1.463647452,1.463647452,0.213953488,0.000452297,,,,,,,
K01183,L11_9,1010927,3,0.010606141,0.031818423,0.004651163,9.83E-06,,,,,,,
K01183,L11_B,106281,1,0.020406081,0.020406081,0.015267176,6.31E-06,,,,,,,
K01183,L11_B,275246,3,0.173451689,0.520355066,0.389312977,0.0001608,,,,,,,
K01183,L11_B,217732,1,0.234669932,0.234669932,0.175572519,7.25E-05,,,,,,,
K01183,L11_B,208171,3,0.142842567,0.428527701,0.320610687,0.000132424,,,,,,,
K01183,L11_B,4198891,1,0.010203041,0.010203041,0.007633588,3.15E-06,,,,,,,
K01183,L11_B,585394,3,0.010203041,0.030609122,0.022900763,9.46E-06,,,,,,,
K01183,L11_B,590482,1,0.081624324,0.081624324,0.061068702,2.52E-05,,,,,,,
K01183,L11_B,2252883,1,0.010203041,0.010203041,0.007633588,3.15E-06,,,,,,,
K01183,L12_7,106281,1,0.028719127,0.028719127,0.002680965,8.87E-06,,,,,,,
K01183,L12_7,275246,3,2.642159678,7.926479035,0.739946381,0.002449442,,,,,,,
K01183,L12_7,217732,1,0.66053992,0.66053992,0.061662198,0.00020412,,,,,,,
K01183,L12_7,208171,3,0.028719127,0.086157381,0.008042895,2.66E-05,,,,,,,
K01183,L12_7,4198891,1,0.086157381,0.086157381,0.008042895,2.66E-05,,,,,,,
K01183,L12_7,939811,3,0.229753016,0.689259047,0.064343164,0.000212995,,,,,,,
K01183,L12_7,590482,1,0.717978173,0.717978173,0.067024129,0.00022187,,,,,,,
K01183,L12_7,1010927,3,0.172314762,0.516944285,0.048257373,0.000159746,,,,,,,
K01183,L12_9,4338598,1,0.362581581,0.362581581,0.02,0.000112045,,,,,,,
K01183,L12_9,275246,3,5.148658448,15.44597534,0.852,0.004773118,,,,,,,
K01183,L12_9,217732,1,0.036258158,0.036258158,0.002,1.12E-05,,,,,,,
K01183,L12_9,854050,1,0.253807107,0.253807107,0.014,7.84E-05,,,,,,,
K01183,L12_9,590482,1,1.849166062,1.849166062,0.102,0.00057143,,,,,,,
K01183,L12_9,365496,1,0.18129079,0.18129079,0.01,5.60E-05,,,,,,,
K01183,L12_B,106281,1,0.036670334,0.036670334,0.010989011,1.13E-05,,,,,,,
K01183,L12_B,275246,3,0.366703337,1.100110011,0.32967033,0.000339956,,,,,,,
K01183,L12_B,217732,1,1.851851852,1.851851852,0.554945055,0.00057226,,,,,,,
K01183,L12_B,797229,1,0.018335167,0.018335167,0.005494505,5.67E-06,,,,,,,
K01183,L12_B,208171,3,0.110011001,0.330033003,0.098901099,0.000101987,,,,,,,
K01183,L13_7,746675,2,0.015600624,0.031201248,0.011494253,9.64E-06,,,,,,,
K01183,L13_7,217732,1,1.716068643,1.716068643,0.632183908,0.0005303,,,,,,,
K01183,L13_7,152417,2,0.015600624,0.031201248,0.011494253,9.64E-06,,,,,,,
K01183,L13_7,939811,3,0.031201248,0.093603744,0.034482759,2.89E-05,,,,,,,
K01183,L13_7,4416230,1,0.015600624,0.015600624,0.005747126,4.82E-06,,,,,,,
K01183,L13_7,590482,1,0.826833073,0.826833073,0.304597701,0.000255508,,,,,,,
K01183,L13_8,275246,3,0.341639871,1.024919614,0.203592814,0.000316721,,,,,,,
K01183,L13_8,217732,1,1.376607717,1.376607717,0.273453094,0.0004254,,,,,,,
K01183,L13_8,4198891,1,0.100482315,0.100482315,0.01996008,3.11E-05,,,,,,,
K01183,L13_8,939811,3,0.160771704,0.482315113,0.095808383,0.000149045,,,,,,,
K01183,L13_8,1101451,1,0.010048232,0.010048232,0.001996008,3.11E-06,,,,,,,
K01183,L13_8,590482,1,1.919212219,1.919212219,0.381237525,0.000593075,,,,,,,
K01183,L13_8,1010927,3,0.040192926,0.120578778,0.023952096,3.73E-05,,,,,,,
K01183,L13_9,275246,3,0.025510204,0.076530612,0.021428571,2.36E-05,,,,,,,
K01183,L13_9,217732,1,1.173469388,1.173469388,0.328571429,0.000362626,,,,,,,
K01183,L13_9,797229,1,0.012755102,0.012755102,0.003571429,3.94E-06,,,,,,,
K01183,L13_9,208171,3,0.025510204,0.076530612,0.021428571,2.36E-05,,,,,,,
K01183,L13_9,4198891,1,0.102040816,0.102040816,0.028571429,3.15E-05,,,,,,,
K01183,L13_9,974121,2,0.012755102,0.025510204,0.007142857,7.88E-06,,,,,,,
K01183,L13_9,939811,3,0.076530612,0.229591837,0.064285714,7.09E-05,,,,,,,
K01183,L13_9,4416230,1,0.012755102,0.012755102,0.003571429,3.94E-06,,,,,,,
K01183,L13_9,543740,2,0.012755102,0.025510204,0.007142857,7.88E-06,,,,,,,
K01183,L13_9,590482,1,1.607142857,1.607142857,0.45,0.00049664,,,,,,,
K01183,L13_9,1010927,3,0.076530612,0.229591837,0.064285714,7.09E-05,,,,,,,
K01183,L13_B,106281,1,0.107066381,0.107066381,0.125,3.31E-05,,,,,,,
K01183,L13_B,275246,3,0.035688794,0.107066381,0.125,3.31E-05,,,,,,,
K01183,L13_B,217732,1,0.428265525,0.428265525,0.5,0.000132343,,,,,,,
K01183,L13_B,590482,1,0.214132762,0.214132762,0.25,6.62E-05,,,,,,,
K01183,L14_7,275246,3,0.239972575,0.719917724,0.273615635,0.000222469,,,,,,,
K01183,L14_7,217732,1,0.891326706,0.891326706,0.338762215,0.000275438,,,,,,,
K01183,L14_7,797229,1,0.008570449,0.008570449,0.003257329,2.65E-06,,,,,,,
K01183,L14_7,4198891,1,0.008570449,0.008570449,0.003257329,2.65E-06,,,,,,,
K01183,L14_7,590482,1,1.002742544,1.002742544,0.381107492,0.000309868,,,,,,,
K01183,L14_8,106281,1,0.013627691,0.013627691,0.002564103,4.21E-06,,,,,,,
K01183,L14_8,275246,3,0.245298446,0.735895339,0.138461538,0.000227407,,,,,,,
K01183,L14_8,217732,1,3.515944399,3.515944399,0.661538462,0.001086498,,,,,,,
K01183,L14_8,939811,3,0.054510766,0.163532298,0.030769231,5.05E-05,,,,,,,
K01183,L14_8,590482,1,0.817661488,0.817661488,0.153846154,0.000252674,,,,,,,
K01183,L14_8,922761,1,0.013627691,0.013627691,0.002564103,4.21E-06,,,,,,,
K01183,L14_8,139292,1,0.054510766,0.054510766,0.01025641,1.68E-05,,,,,,,
K01183,L14_9,275246,3,0.248562995,0.745688986,0.186770428,0.000230433,,,,,,,
K01183,L14_9,217732,1,2.143855833,2.143855833,0.536964981,0.000662495,,,,,,,
K01183,L14_9,939811,3,0.031070374,0.093211123,0.023346304,2.88E-05,,,,,,,
K01183,L14_9,590482,1,1.009787168,1.009787168,0.252918288,0.000312045,,,,,,,
K01183,L14_B,106281,1,0.028119508,0.028119508,0.035087719,8.69E-06,,,,,,,
K01183,L14_B,275246,3,0.084358524,0.253075571,0.315789474,7.82E-05,,,,,,,
K01183,L14_B,217732,1,0.196836555,0.196836555,0.245614035,6.08E-05,,,,,,,
K01183,L14_B,208171,3,0.063268893,0.189806678,0.236842105,5.87E-05,,,,,,,
K01183,L14_B,4198891,1,0.056239016,0.056239016,0.070175439,1.74E-05,,,,,,,
K01183,L14_B,590482,1,0.077328647,0.077328647,0.096491228,2.39E-05,,,,,,,
K01183,L16_9,106281,1,0.057630244,0.057630244,0.00266809,1.78E-05,,,,,,,
K01183,L16_9,275246,3,4.933148917,14.79944675,0.685165422,0.004573328,,,,,,,
K01183,L16_9,217732,1,2.455048409,2.455048409,0.113660619,0.00075866,,,,,,,
K01183,L16_9,854050,1,0.011526049,0.011526049,0.000533618,3.56E-06,,,,,,,
K01183,L16_9,547764,1,0.023052098,0.023052098,0.001067236,7.12E-06,,,,,,,
K01183,L16_9,797229,1,0.023052098,0.023052098,0.001067236,7.12E-06,,,,,,,
K01183,L16_9,4481782,3,0.011526049,0.034578147,0.001600854,1.07E-05,,,,,,,
K01183,L16_9,939811,3,1.037344398,3.112033195,0.144076841,0.000961681,,,,,,,
K01183,L16_9,1051517,1,0.046104195,0.046104195,0.002134472,1.42E-05,,,,,,,
K01183,L16_9,590482,1,0.979714154,0.979714154,0.045357524,0.000302751,,,,,,,
K01183,L16_9,512148,1,0.011526049,0.011526049,0.000533618,3.56E-06,,,,,,,
K01183,L16_9,139292,1,0.046104195,0.046104195,0.002134472,1.42E-05,,,,,,,
K01183,L16_B,106281,1,0.062441461,0.062441461,0.031413613,1.93E-05,,,,,,,
K01183,L16_B,275246,3,0.270579665,0.811738995,0.408376963,0.000250844,,,,,,,
K01183,L16_B,217732,1,0.166510563,0.166510563,0.083769634,5.15E-05,,,,,,,
K01183,L16_B,797229,1,0.031220731,0.031220731,0.015706806,9.65E-06,,,,,,,
K01183,L16_B,4198891,1,0.041627641,0.041627641,0.020942408,1.29E-05,,,,,,,
K01183,L16_B,1051517,1,0.041627641,0.041627641,0.020942408,1.29E-05,,,,,,,
K01183,L16_B,590482,1,0.832552815,0.832552815,0.418848168,0.000257276,,,,,,,
K01183,L1_7,106281,1,1.398601399,1.398601399,0.196428571,0.000432196,,,,,,,
K01183,L1_7,217732,1,4.767959313,4.767959313,0.669642857,0.001473396,,,,,,,
K01183,L1_7,4424725,1,0.063572791,0.063572791,0.008928571,1.96E-05,,,,,,,
K01183,L1_7,2252883,1,0.699300699,0.699300699,0.098214286,0.000216098,,,,,,,
K01183,L1_7,316869,3,0.063572791,0.190718373,0.026785714,5.89E-05,,,,,,,
K01183,L17_8,275246,3,2.53709541,7.61128623,0.700141443,0.002352041,,,,,,,
K01183,L17_8,646549,1,0.030752672,0.030752672,0.002828854,9.50E-06,,,,,,,
K01183,L17_8,217732,1,0.47666641,0.47666641,0.043847242,0.0001473,,,,,,,
K01183,L17_8,854050,1,0.046129007,0.046129007,0.004243281,1.43E-05,,,,,,,
K01183,L17_8,797229,1,0.061505343,0.061505343,0.005657709,1.90E-05,,,,,,,
K01183,L17_8,208171,3,0.007688168,0.023064504,0.002121641,7.13E-06,,,,,,,
K01183,L17_8,4481782,3,0.023064504,0.069193511,0.006364922,2.14E-05,,,,,,,
K01183,L17_8,939811,3,0.276774045,0.830322134,0.076379066,0.000256586,,,,,,,
K01183,L17_8,585394,3,0.015376336,0.046129007,0.004243281,1.43E-05,,,,,,,
K01183,L17_8,918840,1,0.023064504,0.023064504,0.002121641,7.13E-06,,,,,,,
K01183,L17_8,4416230,1,0.015376336,0.015376336,0.001414427,4.75E-06,,,,,,,
K01183,L17_8,1051517,1,0.015376336,0.015376336,0.001414427,4.75E-06,,,,,,,
K01183,L17_8,590482,1,1.460751903,1.460751903,0.13437058,0.000451402,,,,,,,
K01183,L17_8,922761,1,0.046129007,0.046129007,0.004243281,1.43E-05,,,,,,,
K01183,L17_8,1010927,3,0.030752672,0.092258015,0.008486563,2.85E-05,,,,,,,
K01183,L17_8,574051,1,0.023064504,0.023064504,0.002121641,7.13E-06,,,,,,,
K01183,L17_9,106281,1,0.031989763,0.031989763,0.004680187,9.89E-06,,,,,,,
K01183,L17_9,275246,3,0.19193858,0.575815739,0.08424337,0.000177939,,,,,,,
K01183,L17_9,217732,1,3.145660055,3.145660055,0.460218409,0.000972072,,,,,,,
K01183,L17_9,208171,3,0.010663254,0.031989763,0.004680187,9.89E-06,,,,,,,
K01183,L17_9,939811,3,0.341224142,1.023672425,0.149765991,0.000316335,,,,,,,
K01183,L17_9,590482,1,1.962038814,1.962038814,0.287051482,0.00060631,,,,,,,
K01183,L17_9,1010927,3,0.021326509,0.063979527,0.009360374,1.98E-05,,,,,,,
K01183,L1_8,106281,1,0.757355083,0.757355083,0.153846154,0.000234038,,,,,,,
K01183,L1_8,217732,1,1.951645791,1.951645791,0.396449704,0.000603098,,,,,,,
K01183,L1_8,160321,1,0.116516167,0.116516167,0.023668639,3.60E-05,,,,,,,
K01183,L1_8,517156,1,0.058258083,0.058258083,0.01183432,1.80E-05,,,,,,,
K01183,L1_8,4198891,1,0.17477425,0.17477425,0.035502959,5.40E-05,,,,,,,
K01183,L1_8,79309,2,0.029129042,0.058258083,0.01183432,1.80E-05,,,,,,,
K01183,L1_8,940348,1,0.029129042,0.029129042,0.00591716,9.00E-06,,,,,,,
K01183,L1_8,328043,3,0.058258083,0.17477425,0.035502959,5.40E-05,,,,,,,
K01183,L1_8,590482,1,0.087387125,0.087387125,0.017751479,2.70E-05,,,,,,,
K01183,L1_8,2252883,1,1.077774541,1.077774541,0.218934911,0.000333054,,,,,,,
K01183,L1_8,316869,3,0.145645208,0.436935625,0.088757396,0.000135022,,,,,,,
K01183,L18_9,275246,3,1.34250794,4.027523819,0.496,0.001244586,,,,,,,
K01183,L18_9,217732,1,2.211048022,2.211048022,0.272296296,0.000683258,,,,,,,
K01183,L18_9,854050,1,0.363295159,0.363295159,0.044740741,0.000112266,,,,,,,
K01183,L18_9,547764,1,0.072177846,0.072177846,0.008888889,2.23E-05,,,,,,,
K01183,L18_9,2353709,2,0.033682995,0.06736599,0.008296296,2.08E-05,,,,,,,
K01183,L18_9,797229,1,0.238186893,0.238186893,0.029333333,7.36E-05,,,,,,,
K01183,L18_9,103802,1,0.004811856,0.004811856,0.000592593,1.49E-06,,,,,,,
K01183,L18_9,939811,3,0.149167549,0.447502647,0.055111111,0.000138287,,,,,,,
K01183,L18_9,1101451,1,0.036088923,0.036088923,0.004444444,1.12E-05,,,,,,,
K01183,L18_9,892000,1,0.002405928,0.002405928,0.000296296,7.43E-07,,,,,,,
K01183,L18_9,4416230,1,0.048118564,0.048118564,0.005925926,1.49E-05,,,,,,,
K01183,L18_9,1052264,1,0.021653354,0.021653354,0.002666667,6.69E-06,,,,,,,
K01183,L18_9,1051517,1,0.163603118,0.163603118,0.020148148,5.06E-05,,,,,,,
K01183,L18_9,590482,1,0.117890482,0.117890482,0.014518519,3.64E-05,,,,,,,
K01183,L18_9,741010,3,0.002405928,0.007217785,0.000888889,2.23E-06,,,,,,,
K01183,L18_9,890516,2,0.002405928,0.004811856,0.000592593,1.49E-06,,,,,,,
K01183,L18_9,831409,1,0.064960062,0.064960062,0.008,2.01E-05,,,,,,,
K01183,L18_9,325947,2,0.110672698,0.221345395,0.027259259,6.84E-05,,,,,,,
K01183,L18_B,275246,3,0.112097151,0.336291453,0.43902439,0.000103921,,,,,,,
K01183,L18_B,217732,1,0.102755722,0.102755722,0.134146341,3.18E-05,,,,,,,
K01183,L18_B,854050,1,0.009341429,0.009341429,0.012195122,2.89E-06,,,,,,,
K01183,L18_B,797229,1,0.018682858,0.018682858,0.024390244,5.77E-06,,,,,,,
K01183,L18_B,208171,3,0.018682858,0.056048575,0.073170732,1.73E-05,,,,,,,
K01183,L18_B,939811,3,0.018682858,0.056048575,0.073170732,1.73E-05,,,,,,,
K01183,L18_B,590482,1,0.168145726,0.168145726,0.219512195,5.20E-05,,,,,,,
K01183,L18_B,325947,2,0.009341429,0.018682858,0.024390244,5.77E-06,,,,,,,
K01183,L1_9,106281,1,0.435594275,0.435594275,0.122807018,0.000134607,,,,,,,
K01183,L1_9,217732,1,2.053515868,2.053515868,0.578947368,0.000634578,,,,,,,
K01183,L1_9,160321,1,0.062227754,0.062227754,0.01754386,1.92E-05,,,,,,,
K01183,L1_9,4416230,1,0.062227754,0.062227754,0.01754386,1.92E-05,,,,,,,
K01183,L1_9,2252883,1,0.186683261,0.186683261,0.052631579,5.77E-05,,,,,,,
K01183,L1_9,316869,3,0.248911014,0.746733043,0.210526316,0.000230756,,,,,,,
K01183,L19_8,106281,1,0.051229508,0.051229508,0.008633094,1.58E-05,,,,,,,
K01183,L19_8,1104592,1,0.025614754,0.025614754,0.004316547,7.92E-06,,,,,,,
K01183,L19_8,275246,3,1.246584699,3.739754098,0.630215827,0.00115566,,,,,,,
K01183,L19_8,217732,1,1.101434426,1.101434426,0.185611511,0.000340365,,,,,,,
K01183,L19_8,797229,1,0.008538251,0.008538251,0.001438849,2.64E-06,,,,,,,
K01183,L19_8,939811,3,0.324453552,0.973360656,0.164028777,0.000300788,,,,,,,
K01183,L19_8,741010,3,0.008538251,0.025614754,0.004316547,7.92E-06,,,,,,,
K01183,L19_8,139292,1,0.008538251,0.008538251,0.001438849,2.64E-06,,,,,,,
K01183,L19_B,106281,1,0.027642127,0.027642127,0.043478261,8.54E-06,,,,,,,
K01183,L19_B,275246,3,0.055284253,0.16585276,0.260869565,5.13E-05,,,,,,,
K01183,L19_B,217732,1,0.073712338,0.073712338,0.115942029,2.28E-05,,,,,,,
K01183,L19_B,208171,3,0.036856169,0.110568506,0.173913043,3.42E-05,,,,,,,
K01183,L19_B,4198891,1,0.073712338,0.073712338,0.115942029,2.28E-05,,,,,,,
K01183,L19_B,590482,1,0.184280844,0.184280844,0.289855072,5.69E-05,,,,,,,
K01183,L1_B,106281,1,5.674080799,5.674080799,0.555555556,0.001753406,,,,,,,
K01183,L1_B,275246,3,0.226963232,0.680889696,0.066666667,0.000210409,,,,,,,
K01183,L1_B,217732,1,3.132092601,3.132092601,0.306666667,0.00096788,,,,,,,
K01183,L1_B,208171,3,0.045392646,0.136177939,0.013333333,4.21E-05,,,,,,,
K01183,L1_B,585394,3,0.090785293,0.272355878,0.026666667,8.42E-05,,,,,,,
K01183,L1_B,328043,3,0.045392646,0.136177939,0.013333333,4.21E-05,,,,,,,
K01183,L1_B,590482,1,0.090785293,0.090785293,0.008888889,2.81E-05,,,,,,,
K01183,L1_B,2252883,1,0.090785293,0.090785293,0.008888889,2.81E-05,,,,,,,
K01183,L20_7,4432518,1,0.013417416,0.013417416,0.001367054,4.15E-06,,,,,,,
K01183,L20_7,275246,3,0.898966859,2.696900577,0.274777854,0.000833397,,,,,,,
K01183,L20_7,913174,1,0.006708708,0.006708708,0.000683527,2.07E-06,,,,,,,
K01183,L20_7,46681,1,0.013417416,0.013417416,0.001367054,4.15E-06,,,,,,,
K01183,L20_7,217732,1,1.12035422,1.12035422,0.114149009,0.000346212,,,,,,,
K01183,L20_7,839235,1,0.03354354,0.03354354,0.003417635,1.04E-05,,,,,,,
K01183,L20_7,797229,1,5.548101436,5.548101436,0.565276828,0.001714475,,,,,,,
K01183,L20_7,4452842,1,0.026834832,0.026834832,0.002734108,8.29E-06,,,,,,,
K01183,L20_7,939811,3,0.067087079,0.201261237,0.02050581,6.22E-05,,,,,,,
K01183,L20_7,410196,3,0.013417416,0.040252247,0.004101162,1.24E-05,,,,,,,
K01183,L20_7,590482,1,0.040252247,0.040252247,0.004101162,1.24E-05,,,,,,,
K01183,L20_7,741010,3,0.013417416,0.040252247,0.004101162,1.24E-05,,,,,,,
K01183,L20_7,814909,1,0.026834832,0.026834832,0.002734108,8.29E-06,,,,,,,
K01183,L20_7,966231,1,0.006708708,0.006708708,0.000683527,2.07E-06,,,,,,,
K01183,L20_8,554415,1,0.008735913,0.008735913,0.000594177,2.70E-06,,,,,,,
K01183,L20_8,275246,3,1.502577094,4.507731283,0.306595365,0.00139298,,,,,,,
K01183,L20_8,217732,1,0.803704027,0.803704027,0.05466429,0.000248361,,,,,,,
K01183,L20_8,797229,1,8.805800646,8.805800646,0.598930481,0.00272117,,,,,,,
K01183,L20_8,4481782,3,0.008735913,0.02620774,0.001782531,8.10E-06,,,,,,,
K01183,L20_8,939811,3,0.139774613,0.41932384,0.028520499,0.00012958,,,,,,,
K01183,L20_8,410196,3,0.008735913,0.02620774,0.001782531,8.10E-06,,,,,,,
K01183,L20_8,590482,1,0.02620774,0.02620774,0.001782531,8.10E-06,,,,,,,
K01183,L20_8,922761,1,0.017471827,0.017471827,0.001188354,5.40E-06,,,,,,,
K01183,L20_8,574051,1,0.061151393,0.061151393,0.004159239,1.89E-05,,,,,,,
K01183,L20_9,106281,1,0.009951899,0.009951899,0.001075654,3.08E-06,,,,,,,
K01183,L20_9,1104592,1,0.0033173,0.0033173,0.000358551,1.03E-06,,,,,,,
K01183,L20_9,275246,3,1.446342677,4.339028031,0.468985299,0.001340847,,,,,,,
K01183,L20_9,3744574,1,0.006634599,0.006634599,0.000717103,2.05E-06,,,,,,,
K01183,L20_9,217732,1,0.855863327,0.855863327,0.092506275,0.000264479,,,,,,,
K01183,L20_9,1033018,2,0.009951899,0.019903798,0.002151309,6.15E-06,,,,,,,
K01183,L20_9,797229,1,3.310665119,3.310665119,0.357834349,0.001023062,,,,,,,
K01183,L20_9,812105,1,0.0033173,0.0033173,0.000358551,1.03E-06,,,,,,,
K01183,L20_9,773575,1,0.006634599,0.006634599,0.000717103,2.05E-06,,,,,,,
K01183,L20_9,589277,1,0.009951899,0.009951899,0.001075654,3.08E-06,,,,,,,
K01183,L20_9,624227,1,0.019903798,0.019903798,0.002151309,6.15E-06,,,,,,,
K01183,L20_9,571698,1,0.006634599,0.006634599,0.000717103,2.05E-06,,,,,,,
K01183,L20_9,939811,3,0.145961188,0.437883563,0.047328792,0.000135315,,,,,,,
K01183,L20_9,410196,3,0.0033173,0.009951899,0.001075654,3.08E-06,,,,,,,
K01183,L20_9,589071,2,0.006634599,0.013269199,0.001434206,4.10E-06,,,,,,,
K01183,L20_9,1101451,1,0.0033173,0.0033173,0.000358551,1.03E-06,,,,,,,
K01183,L20_9,210236,1,0.0033173,0.0033173,0.000358551,1.03E-06,,,,,,,
K01183,L20_9,1052435,1,0.0033173,0.0033173,0.000358551,1.03E-06,,,,,,,
K01183,L20_9,590482,1,0.069663294,0.069663294,0.00752958,2.15E-05,,,,,,,
K01183,L20_9,814909,1,0.006634599,0.006634599,0.000717103,2.05E-06,,,,,,,
K01183,L20_9,1010927,3,0.033172997,0.099518992,0.010756544,3.08E-05,,,,,,,
K01183,L20_9,585063,1,0.013269199,0.013269199,0.001434206,4.10E-06,,,,,,,
K01183,L20_B,106281,1,0.19436346,0.19436346,0.096551724,6.01E-05,,,,,,,
K01183,L20_B,275246,3,0.277662085,0.832986256,0.413793103,0.00025741,,,,,,,
K01183,L20_B,217732,1,0.083298626,0.083298626,0.04137931,2.57E-05,,,,,,,
K01183,L20_B,797229,1,0.305428294,0.305428294,0.151724138,9.44E-05,,,,,,,
K01183,L20_B,1074016,2,0.027766209,0.055532417,0.027586207,1.72E-05,,,,,,,
K01183,L20_B,4198891,1,0.013883104,0.013883104,0.006896552,4.29E-06,,,,,,,
K01183,L20_B,590482,1,0.388726919,0.388726919,0.193103448,0.000120124,,,,,,,
K01183,L20_B,741010,3,0.013883104,0.041649313,0.020689655,1.29E-05,,,,,,,
K01183,L20_B,592129,1,0.013883104,0.013883104,0.006896552,4.29E-06,,,,,,,
K01183,L20_B,139292,1,0.083298626,0.083298626,0.04137931,2.57E-05,,,,,,,
K01183,L2_B,275246,3,0.182982617,0.54894785,0.222222222,0.000169636,,,,,,,
K01183,L2_B,217732,1,1.006404392,1.006404392,0.407407407,0.000310999,,,,,,,
K01183,L2_B,854050,1,0.091491308,0.091491308,0.037037037,2.83E-05,,,,,,,
K01183,L2_B,1101451,1,0.274473925,0.274473925,0.111111111,8.48E-05,,,,,,,
K01183,L2_B,1051517,1,0.365965233,0.365965233,0.148148148,0.000113091,,,,,,,
K01183,L2_B,2252883,1,0.182982617,0.182982617,0.074074074,5.65E-05,,,,,,,
K01183,L3_7,106281,1,0.839328537,0.839328537,0.105263158,0.000259369,,,,,,,
K01183,L3_7,217732,1,4.316546763,4.316546763,0.541353383,0.0013339,,,,,,,
K01183,L3_7,854050,1,0.599520384,0.599520384,0.07518797,0.000185264,,,,,,,
K01183,L3_7,545460,1,0.179856115,0.179856115,0.022556391,5.56E-05,,,,,,,
K01183,L3_7,1051517,1,0.35971223,0.35971223,0.045112782,0.000111158,,,,,,,
K01183,L3_7,590482,1,0.059952038,0.059952038,0.007518797,1.85E-05,,,,,,,
K01183,L3_7,2252883,1,0.899280576,0.899280576,0.112781955,0.000277896,,,,,,,
K01183,L3_7,331093,1,0.71942446,0.71942446,0.090225564,0.000222317,,,,,,,
K01183,L3_B,797229,1,0.004852484,0.004852484,0.125,1.50E-06,,,,,,,
K01183,L3_B,3859,1,0.004852484,0.004852484,0.125,1.50E-06,,,,,,,
