Group,L0_7,L0_8,L0_9,L1_7,L1_8,L1_9,L3_7,L4_7,L4_8,L4_9,L6_7,L8_9,L9_7,L9_8,L9_9,L10_7,L10_8,L10_9,L11_7,L11_8,L11_9,L12_7,L12_9,L13_7,L13_8,L13_9,L14_7,L14_8,L14_9,L16_9,L17_8,L17_9,L18_9,L19_8,L20_7,L20_8,L20_9,S16_4,S16_5,S16_6,S17_4,S17_5,S17_6,S18_4,S18_5,S18_6,S19_4,S19_5,S19_6,S20_1_4,S20_1_5,S20_1_6,S20_2_4,S20_2_5,S20_2_6,S20_3_4,S20_3_5,S20_3_6,S20_4_4,S20_4_5,S20_4_6,L0_B,L1_B,L2_B,L3_B,L5_B,L6_B,L8_B,L9_B,L10_B,L11_B,L12_B,L13_B,L14_B,L16_B,L18_B,L19_B,L20_B,S16_A,S17_A,S18_A,S19_A,S20_1_A,S20_2_A,S20_3_A,S20_4_A
ASV000031,0.029620853,0,0,0,0,0,0,1.942238482,0.087260035,0.166671908,0,0,0.021103725,0,0.009044044,0.020996641,0.012632643,0,0.060908759,0.048241852,0.015909211,0.086157381,0,0.046801872,0.050241158,0.038265306,0.017140898,0.054510766,0.015535187,0.080682342,0.023064504,0.042653018,0.06736599,0.008538251,0,0.034943653,0.029855697,4.003052588,1.464739548,1.590919884,0,1.32754043,0.156827139,0.748847926,0.765027322,0.408953939,1.539473684,1.651061397,0.748493498,0.188365651,0.123268563,0.205258101,1.26394052,0.438396201,0.088276836,1.633958676,1.576409496,1.170094839,0.937529896,0.202593193,1.508978422,0.049394912,0.045392646,0,0,0.414250207,0,0,0.020603688,0,0,0,0,0,0.01040691,0,0.027642127,0,0.029577048,0,0.043018154,0,0,0,0,0
ASV000032,0.088862559,0,0,0,0.058258083,0,0.419664269,0.202254543,0.087260035,0.191829932,0.014386419,0.540216086,1.340086525,1.19255381,0.660215248,0.538913774,1.478019202,0.269924705,1.47399196,0.857632933,0.652277669,0.890292935,1.160261059,0.31201248,0.180868167,0.75255102,0.239972575,0.286181521,0.38837968,0.645458737,0.807257631,1.30091704,0.399384082,0.981898907,2.106534281,3.319647069,3.128213634,0.027750798,0.029100786,0.042741131,0,0.006034275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045392646,0.091491308,0,0,0,0.009890219,0.010301844,0.027727714,0.091827365,0.018335167,0.303354747,0.83655536,2.632948278,0,0,0,0.140490979,0.483393108,0,0,0,0,0,0
ASV000033,0.059241706,0.073746313,0.030921459,2.797202797,0,0.746733043,0,2.337824574,0.698080279,0.352212334,0,0,0.706974781,0.058173357,0.018088089,0.076987682,0.088428499,0,0.182726276,0.026801029,0.090152198,0,0,0.046801872,0,0.038265306,0,0,0.093211123,0.161364684,0,0,0,0,0,0,0,0.152629388,0.106702881,0.023745073,0.01045697,0,0,0,0,0.021523892,0,0,0,0,0,0.021835968,0,0,0,0,0.009272997,0,0,0,0,0,0.136177939,0.091491308,0,0,0,0.009890219,0,0.194093997,0.040812162,0.201686835,0.356887937,0.386643234,0.083255282,0.037365717,0.119782549,0,0.79118604,0.046779978,0.309730706,1.452300586,6.55550383,1.171548117,1.314967733,0.330141961
ASV000034,0,0.036873156,0,0.381436745,0.203903292,0.87118855,0.239808153,0.026768984,0,0.03144753,0,0.300120048,0.506489395,0.232693426,0.506466492,0.139977604,0.050530571,0.028413127,0.365452552,0.573542024,0.503791695,0.201033889,0,0,0,0,0,0,0,0,0.007688168,0,0,0,0,0,0.0033173,0,0,0,6.56697689,0.006034275,0.00412703,0.69124424,1.215846995,5.122686182,1.197368421,0.85054678,1.040279099,0.015829046,0.035683005,0.043671936,0.074349442,0.155265321,0.19420904,0.873173684,0.788204748,0.714373691,1.597627475,7.080632091,5.409687641,0,0.090785293,0.54894785,0,0,0,0,0,0.013863857,0,0,0,0,0,0,0.009214042,0,0,0,0.133356276,0,0,0.131500299,0,0
ASV000035,0,0,0,0,0,0,0,0.011897326,0,0,0,0,0.021103725,0,0.054264267,0.01399776,0,0,0,0.026801029,0.00530307,0.086157381,0,0,0.020096463,0.038265306,0,0,0,0,0.015376336,0.010663254,0,0,0,0,0.016586499,0.492576662,0.300708119,0.379921166,0.188225452,0.325850833,0.154763624,0.115207373,0.191256831,0.150667241,0.263157895,0.47887928,1.325721535,1.378709933,1.365685925,0.441086558,1.26394052,2.986574116,1.275600282,1.391890724,2.550074184,2.044586772,0.707930738,0.952188006,2.384185906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025810892,0.004441286,0,0,0,0.004126775
ASV000036,0,0,0,0,0,0,0,0,0,0,0,0,0.052759312,0,0.036176178,0.034994401,0.088428499,0.014206563,0.012181752,0.005360206,0.026515352,0.028719127,0,0,0.080385852,0,0.102845389,0.054510766,0.062140749,4.18395574,0.392096563,0.597142248,0.680877683,1.152663934,0.248222192,0.585306194,0.394758666,0.777022339,0.737219905,0.64824049,1.756770888,1.321506155,0.392067848,0.302419355,0.628415301,0.860955661,0.381578947,0.543206347,0.79923882,0.590423427,0.866123852,0.978251376,0.148698885,0.410996438,0.485522599,0.285294372,0.380192878,0.307919695,0.401798527,0.638168558,0.279161008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030112708,0,0,0,0,0.008253549
ASV000037,0,0,0,0,0,0,0,0.181434223,0.087260035,0.03144753,0.050352467,0.06002401,0.094966762,0,0.054264267,0.160974244,0.050530571,0.028413127,0.267998538,0.026801029,0.100758339,0.172314762,0.036258158,0.093603744,0,0.229591837,0.874185807,0.245298446,0.093211123,0.057630244,0.107634351,0.202601834,0.038494851,0.017076503,0.026834832,0.017471827,0.029855697,1.373664493,1.057328548,0.574630764,0.386907874,0.072411296,0.10317575,0.230414747,0.273224044,0.860955661,0.171052632,0.171538846,0.190294957,0.389394539,0.483342524,0.943313827,0.074349442,0.146132067,0.282485876,0.25935852,0.333827893,0.431087572,0.028699895,0.111426256,0.090538705,0,0.953245574,0.182982617,0,0,0.158550396,0.059341311,0.195735037,0.152502426,0.346903377,0.34836817,0.017844397,0.189806678,0.176917473,0.112097151,0.073712338,0.013883104,1.212658977,0.483393108,0,0.226505596,3.720005079,0.705319785,0.520435778,0.247606471
ASV000038,0,0,0,0,0.029129042,0.062227754,0,0,0,0,2.344986333,0,0.010551862,0.009695559,0,0,0,0,0.024363503,0.016080617,0.010606141,0,0.471356055,0,0.010048232,0,0,0,0,0.046104195,0.084569847,0.063979527,0,0,0,0,0,0,0,0,0.01045697,0.006034275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024697456,0.045392646,0,0,3.148301574,0.011325028,0.603303333,0.092716596,0.263413282,0.561167228,0.476714338,1.802284083,1.286467487,10.2195858,2.802428772,2.745784576,2.040816327,0.155279503,3.976298144,0.722704982,1.16805827,0,0,0.121435015,1.031693628
ASV000039,0,0,0,0.190718373,0,0,0.119904077,0.246869516,0.436300175,0,0,0,0.010551862,0,0.027132133,0.027995521,0,0,0.012181752,0.134005146,0.010606141,0.086157381,0.072516316,0.031201248,0,0.012755102,0.017140898,0,0.046605562,0,0.015376336,0.031989763,0.004811856,0,0,0.017471827,0.019903798,3.378659636,4.413619168,1.002042076,0,0.561187545,0.185716349,0.662442396,2.131147541,4.412397762,0.697368421,1.615324137,0.488423723,0.018994856,0.068122101,0.117914228,0.743494424,0.347063659,0.282485876,1.867381343,2.754080119,2.27860574,0.23916579,0.435575365,0.309340576,0,0,0,0,0,0,0,0.010301844,0,0,0,0,0,0,0,0,0,0,0,0.073130861,0,0,0,0,0.004126775
ASV000040,0,0,0,0,0,0,0,0,0,0.006289506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020813098,0.009700262,0,0.031370909,0.096548395,0.026825695,0.043202765,0.081967213,0.064571675,0.052631579,0.171538846,0.139549635,0.756628413,1.505174036,1.528517774,0.446096654,0.557128505,0.481108757,0.268003804,0.120548961,0.135484666,0.05739979,0.020259319,0.173532518,0,0,0,0,0,0.033975085,0,0.020603688,0,0.071421284,0.055005501,0,0.028119508,0,0.009341429,0.018428084,0,0.022182786,0.015593326,0.008603631,0,6.771340302,0.406455469,0.18735688,0.004126775
ASV000041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150085763,0.259850453,0.804135554,1.631617114,1.029641186,0.803858521,2.538265306,0.771340418,0.272553829,0.077675936,2.75472568,0.707311448,1.034335679,0.596670195,2.681010929,0.677579498,0.829911767,0.487643059,0.215068683,0.572315453,0.85007361,0.041827878,0.404296404,0.887311446,0.302419355,0.396174863,0.172191132,0.210526316,0.243013366,0.317158262,0,0,0,0,0,0.017655367,0.095098124,0.046364985,0.012316788,0.468764948,0.455834684,0.188622303,0,0,0,0,0,0,0,0,0,0.010203041,0,0,0,0,0,0,0,0,0,0.06452723,0,0,0,0,0
ASV000042,0,0,0,0,0,0,0,0,0,0.006289506,0,0,0,0,0,0,0,0,0,0,0,0.028719127,0,0,0,0.025510204,0,0,0,0,0.007688168,0.010663254,0,0,0,0,0,0.194255585,0.116403143,0.102103813,0.073198787,0.223268163,0.055714905,0.014400922,0.150273224,0.086095566,0.381578947,0.550353799,0.39961941,1.304313415,2.698932754,2.253471919,0.520446097,0.895058909,0.622351695,0.56194346,0.695474777,0.394137209,0.105232947,0.101296596,0.211256979,0,0.045392646,0,0,0,0,0,0.010301844,0,0,0,0,0.007029877,0,0,0,0,0,0,0.004301815,0,0.004232088,0,0,0
ASV000043,0,0,0,0.317863954,0.640838916,0.746733043,0,0.083281283,0,0.339633322,0.122284563,0.180072029,0.094966762,0,0.036176178,0.069988802,0.189489641,0.284131269,0,1.591981132,1.346979901,0.028719127,0,0,0.020096463,0.038265306,1.782653411,3.188879804,0.015535187,0.495620101,0.522795418,1.610151418,0.72418439,1.818647541,0.120756742,0.253341487,0.199037983,0.069376995,0.038801048,0.004749015,0.062741817,0.018102824,0.11142981,0,0.013661202,0,0,0.007147452,0,0,0,0,0.074349442,0,0,0,0.009272997,0,0,0,0,0.049394912,0.726282342,1.280878317,0.004852484,0,0,2.235189398,0.061811064,0.013863857,0,0.036670334,0.089221984,0.506151142,0.322614216,0.074731434,1.704597807,0.180480355,0.207039337,0.07796663,0.35274886,0,0,0,0.052043578,0.020633873
ASV000044,0.088862559,0.368731563,0.092764378,0,0,0,0,0,0,0.012579012,1.043015393,0.480192077,0.960219479,0.814426992,0.370805824,1.17581187,0.770591208,0.653501918,2.095261299,2.438893654,2.625019887,1.464675474,2.755620015,0.265210608,0.53255627,1.428571429,0.539938293,0.272553829,0.062140749,0.092208391,0.115322519,0.383877159,0.115484554,0.008538251,0.013417416,0.017471827,0.036490297,0.548078257,0.368609952,0.270693831,0.365993935,0.126719768,0.072223025,0.028801843,0,0,0,0,0,0,0,0,0,0,0,0.008645284,0,0,0,0,0,0.148184737,0.363141171,0.731930467,0,0,0.011325028,0.039560874,0.030905532,0.097046998,0.051015203,0.018335167,0,0,0.041627641,0.186828585,0.138210633,0.569207275,0.022182786,0.046779978,0.098941753,0,0,0,0.194296024,0.243479696
ASV000045,0,0,0,0.063572791,0.466064666,0.124455507,0.35971223,0.029743315,0,0.213843203,0,0.420168067,0.728078506,0.562342447,0.587862892,1.994680851,1.781202628,0.781360989,1.157266415,1.039879931,0.901521981,0.516944285,0,0.07800312,0.150723473,0.076530612,0.077134042,0.013627691,0.015535187,0.126786538,0.392096563,0.106632544,0.324800308,0.495218579,0.952636522,1.415217961,1.068170509,0,0.009700262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045392646,0.731930467,0,0,0,0.009890219,0.10301844,1.039789269,0.744821957,0.476714338,0.463954318,0.407732865,1.10313248,1.130312938,0.54362849,1.985283909,0.03697131,0.155933261,0.030112708,0,0,0,0,0
ASV000046,0,0,0.030921459,0.254291163,1.194290708,0.311138768,2.877697842,0.440201065,0.698080279,1.459165383,0.266148756,6.542617047,3.756463016,0.610820244,5.779144433,0.608902576,0.227387569,0.142065634,0.816177366,1.297169811,1.288646126,0.201033889,0,0.015600624,0.030144695,0.165816327,0.017140898,0,0,0.011526049,0,0.021326509,0,0,0,0,0,0.027750798,0.019400524,0,0.031370909,0.024137099,0,0,0.109289617,0.193715024,0.039473684,0.042884712,0.019029496,0,0.00324391,0,0,0,0,0.034581136,0,0.036950363,0,0,0.037724461,0,0.045392646,0.457456542,0,0.828500414,0,0.029670656,0.092716596,0.027727714,0.020406081,0,0,0.007029877,0.364241857,0.046707146,0.138210633,0.041649313,0.029577048,0.187119913,0.098941753,0,0,0,0,0.012380324
ASV000047,0,0,0.340136054,0,0,0,0,0.074358288,0.087260035,0.459133935,0,0,0.094966762,0.436300175,0,0.083986562,0.025265285,0,0.085272262,0.016080617,0.058333775,0,0,0.608424337,0.281350482,0.191326531,0.419952005,0.299809212,0.031070374,0.149838635,0.561236257,0.021326509,0.151573477,0,0.087213203,0.008735913,0.029855697,0.319134175,0.572315453,0.489148502,0,2.371469949,0.732547822,1.152073733,1.557377049,0.473525613,0.447368421,0.900578944,0.951474786,0,0.032439096,0,0.743494424,0.383596675,0.013241525,1.331373736,0.880934718,0.677423328,0.554864632,0.638168558,0.777123887,0,0.090785293,0.091491308,0,0,0.022650057,0,0,0,0,0,0,0,0,0,0,0.027766209,0,0,0.077432677,0,0,0,0,0
ASV000048,0,0.036873156,0,0,0.087387125,0,0.059952038,0.044614973,0.17452007,0.389949369,0.287728384,0.120048019,0.26379656,0.407213496,0.280365379,0.832866741,0.631632137,0.45461003,1.19381167,2.530017153,1.463647452,0.717978173,1.849166062,0.826833073,1.919212219,1.607142857,1.002742544,0.817661488,1.009787168,0.979714154,1.460751903,1.962038814,0.117890482,0,0.040252247,0.02620774,0.069663294,0.034688497,0,0.08785677,0,0.012068549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090785293,0,0,0,0,0.20769459,0.133923972,0.041591571,0.081624324,0,0.214132762,0.077328647,0.832552815,0.168145726,0.184280844,0.388726919,0.022182786,0.218306565,0.008603631,0,0,0,0,0.004126775
ASV000049,5.983412322,1.51179941,3.123067409,0.826446281,0.058258083,0.248911014,0,0.029743315,0,0.138369131,0,0,0.021103725,0.17452007,0,0.139977604,2.728650834,4.659752806,0.133999269,0,0.037121493,0,0.036258158,2.574102964,3.044614148,0.612244898,0.454233802,0.640501499,5.344104396,0.437989857,0.299838548,0.383877159,0,0.008538251,0,0,0.013269199,0.25669488,0.475312833,0.023745073,0.700616961,0.893072653,0.00825406,0.403225806,0.31420765,0.086095566,0.276315789,0.157243943,0.152235966,0.001582905,0.016219548,0,0,0.082199288,0,0.224777384,0.120548961,0.22170218,0.181766,0.29376013,0.135808058,3.976290442,0.226963232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004126775
ASV000050,0,0,0,0,0,0,1.438848921,0.008922995,0,0,0.079125306,0,0,0,0.027132133,0,0,0,0,0,0,0,1.812907904,0,0,0,0,0,0,0,0.046129007,0,0.016841497,0,0.248222192,0.279549227,0.199037983,0.027750798,0.077602095,0.104478321,0,0,0.063968965,0.028801843,0,0,0,0.343077693,0.019029496,0.132963989,0.256268855,0.157218971,0,0.091332542,0.101518362,0,0,0,0.009566632,0,0,0,0,1.189387008,0.033967391,1.242750621,0.045300113,0,0,0,0,0,0,0,0.041627641,0.028024288,0.009214042,0,0.022182786,0,0.301127076,0.048854148,0.126962631,0.167364017,0.128374159,0.012380324
ASV000051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07309051,0.037521441,0.143182903,0.66053992,1.414068165,0.748829953,0.562700965,1.645408163,0.582790538,0.054510766,0.046605562,1.798063624,0.576612593,1.002345916,0.69771918,2.484631148,0.724540454,0.899799074,0.623652347,0.201193284,0.562615191,0.460654414,0,0.301713734,0.619054497,0.273617512,0.355191257,0.107619458,0.184210526,0.235865914,0.279099271,0,0,0.026203162,0,0,0,0.051871704,0.074183976,0.012316788,0.23916579,0.182333874,0.120718274,0.024697456,0,0,0.004852484,0,0,0,0,0,0,0,0,0,0,0.018682858,0,0,0,0,0.021509077,0,0,0,0,0
ASV000052,0.266587678,0.184365782,0.556586271,1.144310235,0.17477425,0.186683261,0.059952038,0.020820321,0,0.783043492,0.014386419,0.120048019,0.158277936,0.106651154,0.027132133,0.650895857,0.265285498,0.681915045,0.07309051,0.010720412,0.079546057,0.028719127,0,0.23400936,0.552652733,0.140306122,1.396983202,3.406922867,0.652477862,0.322729368,0.115322519,0.565152485,0.002405928,0.315915301,0.107339326,0.07862322,0.066345994,0.020813098,0.029100786,0,0.146397574,0.036205648,0.018571635,0.100806452,0.273224044,0.021523892,0.236842105,0.057179615,0.031715826,0.003165809,0.006487819,0,0,0.036533017,0,0.060516988,0.083456973,0.024633576,0.162632737,0.29376013,0.120718274,0.148184737,1.679527916,0,0,0,0.441676104,3.392344971,0.659318018,0.277277138,0.275482094,0.421708838,2.016416845,1.722319859,0.197731294,0.046707146,0.340919561,0.249895877,0.147885241,0.857632933,0,0.008882572,0,0,0.003469572,0.264113569
ASV000053,0,0,0,0,0,0,0,0.312304809,0.436300175,0.452844429,0.841605524,0.780312125,0.590904295,1.085902657,0.62403907,0.356942889,0.404244568,0.468816593,0.450724814,0.814751286,0.477276343,0.919012062,2.066715011,0.046801872,0.020096463,0.522959184,0.222831676,0.327064595,0.434985242,0.461041955,0.415161067,0.831733845,0.880569724,0.170765027,0.489735677,0.742552634,0.766296235,0,0.009700262,0,0,0,0,0,0,0,0.013157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226963232,3.202195791,0,0.57995029,0,0.34615765,0.391470073,0.346596423,0.326497296,0.073340667,0.62455389,0.281195079,0.218545114,0.252218589,0.138210633,0.09718173,0.029577048,0.015593326,0,0,0,0,0,0
ASV000054,0.029620853,0,0,0.063572791,0.058258083,0.87118855,2.517985612,2.082032063,0.17452007,1.150979591,0.258955546,0,0.010551862,0.019391119,0.027132133,0.020996641,0.063163214,0.04261969,0.012181752,0.091123499,0.010606141,0.028719127,0,0,0,0,0.128556736,0.476969201,0.093211123,0.046104195,1.683708772,0.234591597,0.935906073,1.109972678,0.03354354,0.384380187,0.381489468,0.13181629,0.009700262,0.116350857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009890219,0.803543834,0.166366283,0.418324661,0.018335167,0.035688794,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000055,0,0.073746313,0,0.127145582,0.466064666,0.062227754,0,0.342048125,0.34904014,0.053460801,2.129190045,0.720288115,0.063311174,0.009695559,0.144704712,0.041993281,0.012632643,0.014206563,0.426361311,0.010720412,0.344699581,0.201033889,0,0.015600624,0,0,0.342817964,0.013627691,0.062140749,0.034578147,0,0.031989763,0,0.025614754,0.020126124,0.017471827,0.069663294,0.166504787,0.504413619,0.080733248,0.073198787,0.138788318,0.01650812,0.244815668,0.546448087,1.399052949,0.289473684,0.207276106,0.437678402,0,0.012975638,0,0,0.009133254,0.017655367,0.363101928,0.361646884,0.098534302,0.105232947,0.020259319,0.233891655,0,0.045392646,0,0.014557453,1.491300746,0,0.029670656,1.710106109,0.166366283,0.918273646,0.385038504,0.035688794,0.154657293,0.02081382,0.065390005,0.055284253,0.180480355,2.624963029,0.483393108,0.180676245,0.088825724,0.122730543,0,0.440635626,0.284747441
ASV000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01045697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126537786,3.819336039,5.02568893,8.366350318,4.609190615,0.110913931,0.140339935,0.107545384,0.026647717,0,0,0,0
ASV000057,0,0,0,0.381436745,0.203903292,0.062227754,0.539568345,0.104101603,0,0.223277462,0,0.06002401,0.084414899,0.16482451,0.018088089,0.265957447,0.176856998,0.227305015,0.024363503,0.06432247,0.095455269,0.143595635,0,0.280811232,0.070337621,0.114795918,0.111415838,0.327064595,0.27963337,0.276625173,0.046129007,0.309234378,0.216533539,0.119535519,0.181135113,0.10483096,0.082932493,0.090190093,0.291007857,0.296813411,1.735856949,0.555153271,0.555085533,0.360023041,0.778688525,0.473525613,0.407894737,0.25730827,0.431335236,0.166204986,0.103805106,0.052406324,0.743494424,0.602794776,0.203036723,0.579234028,0.176186944,0.246335756,0.650530948,1.205429498,0.497962879,0,0,0,0,0,0.011325028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043018154,0,0,0,0,0
ASV000058,0,0,0,0,0.116516167,0,0,0,0,0,0,0,0.105518624,0.009695559,0.045220222,0.40593505,0.025265285,0.255718142,0.036545255,0.187607204,0.180304396,0.976450316,0,0.015600624,0.040192926,0.153061224,0.102845389,0.708639956,0.512661178,0.20746888,0.653494272,0.703774792,0.606293908,0.503756831,0.409231182,0.23586966,0.086249793,0.173442486,0.067901833,0.125848886,0,0.470673425,1.12461567,0.100806452,0.368852459,0.301334481,1.223684211,0.114359231,0.247383444,0.199445983,0.29519577,0.126648616,0.148698885,0.063932779,0.110346045,0.017290568,0.102002967,0.073900727,0.028699895,0,0.075448921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030112708,0,0,0,0,0
ASV000059,0,0,0,0.127145582,0.029129042,0.062227754,0,0.056512299,0,0.075474072,0,0.06002401,0.126622349,0.184215629,0.099484489,0.440929451,0.164224356,0.198891888,0.133999269,0.268010292,0.588640823,0.516944285,0.18129079,0.483619345,0.854099678,0.408163265,0.702776826,0.490596893,0.201957434,1.602120793,0.138387022,0.383877159,0.683283611,1.297814208,0.489735677,0.358172447,0.192403384,0.076314694,0.164904452,0.20183312,0.156854544,0.217233888,0.09079466,0.014400922,0.027322404,0,0.013157895,0.057179615,0.114176974,0.011080332,0.009731729,0.04803913,0,0.054799525,0,0.04322642,0.009272997,0.012316788,0.009566632,0.060777958,0.045269353,0,0,0,0,0,0,0.049451093,0.082414752,0.097046998,0.173451689,0.311697836,0.071377587,0.506151142,0.520345509,0.308267165,0.37777573,0.111064834,0.746820467,0.015593326,0,0.044412862,0,0,0.003469572,0
ASV000060,0,0,0,0,0,0,0.959232614,0.481841706,0.610820244,1.36167804,0.00719321,0.360144058,0.633111744,0.620515804,0.280365379,0.37793953,0.631632137,0.198891888,0.694359849,0.407375643,0.44015485,0.086157381,0.290065265,0.109204368,0.46221865,0.038265306,0.128556736,0.190787681,0.27963337,0.184416782,0.099946183,0.19193858,0.387354441,0.264685792,0.093921911,0.096095047,0.072980594,0,0,0,0,0,0,0,0,0,0,0,0,0.001582905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082850041,0,0.543962022,0.329659009,0.415915708,0.255076013,0.751741841,1.730906495,0.44288225,0.322614216,0.504437179,0.37777573,0.416493128,0.022182786,0.327459847,0,0,0,0,0,0.008253549
ASV000061,0,0,0.030921459,0.063572791,0,0,0,0,0.087260035,0.006289506,0,1.140456182,2.089268756,1.134380454,2.098218323,2.953527436,1.970692269,2.287256713,0.816177366,0.375214408,1.193190858,1.550832855,1.812907904,0.343213729,0.271302251,0.114795918,0.368529311,0.258926138,0.403914867,0.149838635,0.18451603,0.149285562,0.043306708,0,0.026834832,0.008735913,0.009951899,0.034688497,0,0,0,0.024137099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123487281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000062,0,0.036873156,0,0.063572791,0.17477425,0,0,0.062460962,0.17452007,0.025158024,0,0,0,0.009695559,0.018088089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028119508,2.050161307,0.392340028,1.0043306,0.777453839,0.310559006,2.307812256,0.696894089,1.456741872,0.194676034,0.526001195,2.081743113,0.519973589
ASV000063,0,0.036873156,0.061842919,0.190718373,0.058258083,0,0,0.142767913,0.087260035,0.040881789,0.762480219,0,0,0,0,0,0,0,0,0,0.00530307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049394912,0,0,0,0.248550124,0,0.029670656,0.05150922,0.18023014,0.214263851,0.146681335,0.089221984,0.309314587,0.052034551,0.084072863,0.092140422,0.013883104,0.695060633,1.590519258,1.320657317,0.85272695,0.097338017,0.848774656,0.5794185,2.418289865
ASV000064,0,0,0,0,0.087387125,0.746733043,0,0,0,0,5.186304129,0.06002401,0.084414899,0.048477797,0.26227729,0.027995521,0.025265285,0.014206563,0.036545255,0.026801029,0.015909211,0,0,0,0,0,0,0,0,0.034578147,0.030752672,0.042653018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007147452,0,0,0,0,0,0,0,0,0,0,0,0.020259319,0.022634676,0.024697456,0.181570586,0,0,4.888152444,0.022650057,4.401147265,1.019882559,2.315264106,3.050709111,0.458379171,0.089221984,0.007029877,0,0,0.009214042,0,0,0,0,0,0,0,0,0
ASV000065,0,0,0,0,0,0,0,0,0,0,0.00719321,0.06002401,0.105518624,0.087260035,0.198968979,0.468924972,0.075795856,0.04261969,0.085272262,0.058962264,0.196213608,0.114876508,0.580130529,0.062402496,0.040192926,0.153061224,0.128556736,0.09539384,0.015535187,1.037344398,0.176827862,0.341224142,0.531710134,0.56352459,0.322017979,0.34070062,0.34831647,0.159567088,0.087302357,0.230327207,0.073198787,0.150856867,0.705722127,0.144009217,0.109289617,0.021523892,0.25,0.414552212,0.298128766,0.069647804,0.038926915,0.017468775,0,0.136998813,0.013241525,0.198841532,0.120548961,0.036950363,0.248732421,0.222852512,0.120718274,0,0.272355878,0.274473925,0,0.414250207,0.022650057,0.009890219,0.010301844,0.083183142,0.040812162,0.036670334,0,0.028119508,0.208138204,0.149462868,0.064498295,0.124947938,0.029577048,0,0.159167169,0.115473441,0.097338017,0.191273162,0.034695719,0.103169363
ASV000066,0,0,0,0,0,0,0.539568345,0.413432081,0.872600349,1.144690085,0,0.540216086,0.432626359,0.67868916,0.189924934,0.314949608,0.568468924,0.156272198,0.706541601,0.375214408,0.307578088,0.143595635,0.217548949,0.15600624,0.33159164,0.06377551,0.077134042,0.286181521,0.201957434,0.10373444,0.092258015,0.298571124,0.382542585,0.307377049,0.053669663,0.061151393,0.076297894,0.006937699,0,0.004749015,0,0,0,0,0,0,0,0,0,0.003165809,0,0,0,0,0,0,0,0,0,0.01012966,0,0,0,0,0,0.165700083,0,0.494510929,0.370866385,0.318868709,0.244872972,0.495049505,1.605995717,0.499121265,0.280986575,0.317608594,0.405417857,0.610856588,0.014788524,0.233899891,0,0,0,0,0,0
