Group,C1,C2,C3,C4,K1,K2,K3,K4,K5,L0_7,L0_8,L0_9,L0_B,L10_7,L10_8,L10_9,L10_B,L11_7,L11_8,L11_9,L11_B,L12_7,L12_9,L12_B,L13_7,L13_8,L13_9,L13_B,L14_7,L14_8,L14_9,L14_B,L16_9,L16_B,L1_7,L17_8,L17_9,L1_8,L18_9,L18_B,L1_9,L19_8,L19_B,L1_B,L20_7,L20_8,L20_9,L20_B,L2_B,L3_7,L3_B,L4_7,L4_8,L4_9,L5_B,L6_7,L6_B,L8_9,L8_B,L9_7,L9_8,L9_9,L9_B,negH10,negH11,negH12,negplt2H10,negplt2H11,negplt2H12,negplt2H2,negplt2H3,negplt2H4,negplt2H5,negplt2H6,negplt2H7,negplt2H8,negplt2H9,S16_4,S16_5,S16_A,S17_4,S17_5,S17_6,S17_A,S18_4,S18_5,S18_6,S18_A,S19_4,S19_5,S19_6,S19_A,S20_1_4,S20_1_5,S20_1_6,S20_1_A,S20_2_4,S20_2_5,S20_2_6,S20_2_A,S20_3_4,S20_3_5,S20_3_6,S20_3_A,S20_4_4,S20_4_5,S20_4_6,S20_4_A,S16_6
ASV000057,0,0,0,0,3,0,7,0,0,0,0,0,0,38,14,16,0,2,12,18,0,5,0,0,18,7,9,0,13,24,18,0,24,0,6,6,29,7,90,0,1,14,0,0,27,12,25,0,0,9,0,35,0,71,0,0,1,1,0,8,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,0,166,92,269,0,25,57,22,10,31,36,68,0,105,32,12,0,10,66,46,0,67,19,20,0,68,119,66,0,125
ASV000058,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,18,0,3,35,34,0,34,0,0,1,4,12,0,12,52,33,0,18,0,0,85,66,4,252,0,0,59,0,0,61,27,26,0,0,0,0,0,0,0,0,0,0,0,0,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,78,545,0,7,27,14,7,93,16,39,0,126,91,29,0,2,7,25,0,2,11,6,0,3,0,10,0,53
ASV000059,0,0,0,0,0,0,0,0,0,0,0,0,0,63,13,14,7,11,50,111,17,18,5,17,31,85,32,4,82,36,13,72,139,50,2,18,36,1,284,33,1,152,41,0,73,41,58,8,0,0,0,19,0,24,0,0,0,1,5,12,19,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,101,15,36,44,1,1,2,0,0,1,8,18,10,7,3,11,0,0,6,0,0,5,1,1,1,1,6,6,0,85
ASV000060,0,0,0,0,0,0,0,16,0,0,0,0,0,54,50,14,30,57,76,83,25,3,8,41,7,46,3,97,15,14,18,63,16,31,0,13,18,0,161,54,0,31,41,0,14,11,22,30,0,16,0,162,7,433,1,1,0,6,55,60,64,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV000061,0,0,0,0,0,0,0,0,0,0,0,1,5,422,156,161,0,67,70,225,0,54,50,0,22,27,9,0,43,19,26,0,13,0,1,24,14,0,18,0,0,0,0,0,4,1,3,0,0,0,0,0,1,2,0,0,0,19,0,198,117,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000062,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,197,1,0,0,6,0,42,0,0,109,0,0,0,0,56,0,0,0,21,2,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,148,0,0,0,162,0,0,0,328,0,0,0,46,0,0,0,44,0,0,0,600,0,0,0,126,0
ASV000063,0,0,0,0,0,80,0,0,0,0,1,2,2,0,0,0,13,0,0,1,21,0,0,8,0,0,0,5,0,0,0,44,0,5,3,0,0,2,0,9,0,0,10,0,0,0,0,1,0,0,0,48,1,13,3,106,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,102,0,0,0,307,0,0,0,192,0,0,0,23,0,0,0,71,0,0,0,167,0,0,0,586,0
ASV000064,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,167,3,5,3,299,0,0,25,0,0,0,5,0,0,0,1,3,0,0,4,4,3,0,0,12,0,1,4,0,0,0,0,0,0,0,0,0,0,59,721,2,1,445,8,5,29,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
ASV000065,0,0,0,0,0,0,1,0,0,0,0,0,0,67,6,3,6,7,11,37,4,4,16,2,4,4,12,0,15,7,1,4,90,20,0,23,32,0,221,16,0,66,7,6,48,39,105,9,3,0,0,0,0,0,5,1,2,1,1,10,9,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,4,7,25,342,0,10,8,1,37,19,58,47,26,44,12,4,23,0,15,3,16,23,13,3,10,26,22,16,25,97
ASV000066,0,0,0,0,0,0,0,17,1,0,0,0,0,45,45,11,23,58,70,58,24,5,6,27,10,33,5,90,9,21,13,71,9,27,0,12,28,0,159,34,0,36,44,0,8,7,23,44,0,9,0,139,10,364,2,0,0,9,50,41,70,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
ASV000067,63,74,334,113,0,0,215,327,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,7,0,3,0,0,66,1,18,1,103,150,46,20,68,0,4,5,12,0,0,0,35,0,0,0,1,17
ASV000068,0,0,0,0,0,0,0,36,10,0,0,0,2,4,2,1,1,3,11,20,3,3,10,1,1,0,1,3,0,2,0,4,29,4,3,1,4,5,57,1,1,58,6,4,6,12,25,4,0,1,0,23,2,48,8,1,200,0,0,2,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,21,20,30,127,3,29,6,1,101,20,40,74,64,68,39,9,34,0,15,35,68,11,15,2,13,33,58,58,85,47
ASV000069,0,1,0,0,0,0,0,0,0,0,0,0,0,201,35,22,10,10,56,66,11,31,0,9,8,6,26,9,52,25,8,87,29,24,0,28,8,1,128,19,0,29,6,0,12,8,32,19,0,4,0,40,3,109,0,27,7,2,0,31,11,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,36,9,83,27,72,4,6,2,5,1,1,2,7,11,33,3,6,25,0,0,13,0,0,3,0,0,1,1,1,6,60
ASV000070,0,0,0,0,0,0,0,0,0,0,0,0,0,312,73,57,0,98,305,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,3,100,0,0,0,1,0,216,44,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000071,0,0,0,0,0,0,0,0,0,0,0,0,3,16,24,16,11,39,74,60,19,10,7,10,3,14,14,35,24,17,24,26,44,113,1,45,34,0,250,32,8,30,34,1,67,54,189,43,0,0,0,0,0,7,2,51,0,2,9,22,15,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,27,0,4,0,83,0,1,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
ASV000072,0,0,0,6,61,153,51,0,25,0,0,0,0,3,0,1,3,0,2,5,2,0,15,0,0,0,1,0,1,2,1,0,0,7,0,12,2,0,115,6,0,4,3,11,0,0,4,5,2,1,0,6,1,5,0,18,1,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,30,119,2,8,54,12,5,17,17,4,8,11,0,152,54,85,353,1,5,4,23,4,1,3,37,1,0,1,9,58
ASV000073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,66,0,28,29,14,9,150,110,168,0,241,168,144,0,5,85,86,0,39,63,52,0,17,26,43,0,0
ASV000074,0,0,0,0,0,0,0,218,51,1,0,0,0,36,2,0,4,6,33,45,3,3,0,0,1,5,24,0,12,14,2,16,41,25,3,59,22,11,224,33,2,185,35,1,91,46,128,30,0,2,0,6,2,40,11,3,0,0,1,5,10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,2,9,16,2,5,2,4,3,2,2,5,0,2,0,0,0,0,0,0,0,0,2,1,0,3,0,1,9,24
ASV000075,0,0,0,0,0,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,38,66,210,0,3,10,14,1,38,18,272,0,158,148,104,0,13,88,56,0,58,105,42,0,28,42,43,0,0
ASV000077,0,0,0,0,0,0,0,44,35,0,0,0,0,3,1,2,1,3,17,28,1,10,2,0,5,20,22,0,145,10,8,0,19,0,13,142,42,26,268,0,1,315,2,0,21,26,51,0,2,23,0,37,0,34,0,4,0,1,0,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,0,18,64,0,9,7,5,6,0,4,10,0,5,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,21
ASV000078,0,0,0,0,0,0,0,0,0,0,0,0,1,37,9,14,0,22,96,51,0,2,0,0,11,17,6,0,114,47,31,0,47,0,0,523,212,0,178,0,0,1,0,0,11,4,14,0,0,0,0,0,0,2,0,0,0,0,0,12,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
ASV000079,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,101,0,2,0,193,0,0,16,0,0,0,16,0,0,0,140,0,1,6,0,0,18,0,1,5,0,0,2,0,0,0,0,16,41,0,302,18,352,81,147,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV000080,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,20,62,0,0,0,0,0,10,8,0,11,2,0,0,57,0,7,48,41,15,228,2,6,57,0,3,46,40,58,0,7,3,0,30,1,46,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,0,0,16,68,0,3,13,9,1,49,47,154,0,3,11,0,0,1,2,6,0,14,5,4,0,62,48,62,0,36
ASV000081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000082,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,8,2,7,10,10,5,5,1,0,0,14,20,0,9,5,2,7,23,7,0,5,20,0,51,10,0,40,33,0,6,14,15,8,2,0,0,8,0,25,0,524,73,8,160,32,9,101,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,16,4,7,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,4
ASV000083,0,0,0,0,0,0,0,0,0,0,0,0,0,43,77,20,0,123,650,256,0,12,27,0,1,16,13,0,15,4,1,0,1,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,38,49,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000084,0,0,0,0,0,0,0,0,0,0,1,1,1,10,2,1,7,30,111,167,3,5,13,3,1,0,5,0,1,1,1,2,19,92,3,35,13,2,17,117,0,23,277,0,3,6,12,171,1,0,0,0,0,1,0,19,0,0,10,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,3,10,0,16,4,3,0,46,3,2,4,0,0,0,0,0,0,0,0,0,2,1,0,0,4,2,4,15,2
ASV000085,171,63,134,140,0,22,364,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,52,2,1,0,32,126,4,14,37,0,2,11,7,0,0,0,19,0,0,0,3,0
ASV000086,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,20
ASV000087,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,27,0,2,2,30,4,0,10,1,5,28,55,22,59,45,133,34,44,0,14,142,0,129,35,0,38,26,7,5,3,17,21,69,0,0,0,0,0,9,86,0,0,133,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000088,0,0,15,0,0,0,98,0,0,0,0,0,0,6,1,0,1,9,1,10,5,0,0,2,0,1,4,0,8,14,0,15,6,20,1,11,5,7,38,6,0,33,11,0,11,1,10,6,0,0,0,42,2,204,10,1,12,0,1,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,4,16,2,0,0,0,49,0,0,3,66,86,9,0,74,0,4,7,107,4,4,0,34,3,6,9,112,21
ASV000089,35,112,125,79,0,0,147,268,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,1,0,0,90,0,10,2,62,76,40,12,22,0,4,7,12,0,0,0,17,0,0,1,11,9
ASV000090,0,0,0,0,0,0,31,0,0,0,0,0,0,92,42,21,0,0,3,6,0,2,0,0,279,69,89,0,0,0,0,1,3,0,0,0,0,0,8,0,0,0,9,3,0,1,1,0,0,12,0,22,6,182,0,0,0,0,2,10,4,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,7,20,73,0,2,4,2,0,13,11,23,0,0,0,0,0,0,2,5,0,10,10,4,0,34,30,17,0,9
ASV000091,0,0,0,0,0,0,0,0,0,3,0,6,0,234,169,115,0,148,92,109,0,5,0,0,2,6,6,0,0,0,0,0,2,0,4,0,0,30,0,0,3,0,0,1,0,0,0,0,0,17,0,42,6,82,0,0,0,6,0,57,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000092,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,13,0,0,11,5,0,12,1,0,1,1,7,0,27,2,2,0,0,0,0,19,4,0,77,0,0,2,0,0,10,5,12,0,0,0,0,10,0,4,0,0,37,1,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,57,0,4,43,88,0,2,10,3,3,3,39,43,0,189,55,26,0,3,31,63,0,30,23,14,0,6,15,11,0,71
ASV000093,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,1,5,2,3,1,0,0,6,2,0,8,0,5,0,0,24,18,26,0,66,56,0,263,23,0,12,18,0,125,58,329,12,0,0,1,6,2,9,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000094,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,26,2,0,24,0,0,0,72,0,0,0,199,0,233,0,0,0,0,0,164,1,0,167,0,0,0,0,109,0,0,0,0,0,0,0,9,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,47,0,0,0,24,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
ASV000096,116,9,106,26,11,164,5,386,54,0,0,0,0,1,0,0,0,0,4,5,0,1,9,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,22,1,0,0,4,0,0,4,3,0,3,7,0,0,0,1,12,2,1,0,0,0,0,1,0,0,0,8,0,40,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,1,0,0,0,7,0,0,0,0,59,0,1,0,13,0
ASV000097,37,94,111,82,0,0,131,178,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,17,0,2,0,9,126,16,39,30,0,1,0,23,0,0,0,95,0,2,0,6,13
ASV000098,0,0,0,0,0,0,0,0,0,25,1,52,22,6,0,1,3,0,0,2,1,0,0,0,0,0,1,0,4,72,0,0,0,0,0,5,3,6,0,0,0,4,1,3,4,3,3,0,0,0,0,9,0,0,0,16,0,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,2,15,11,1,1,2,1,0,1,0,0,13,23,0,465,0,0,0,2,3,6,2,160,21,7,11,36,31
ASV000099,0,0,0,0,0,0,0,0,0,37,1,30,29,1,0,2,16,0,2,0,40,0,0,6,0,0,0,3,0,0,0,26,0,10,6,0,0,4,0,5,3,0,51,176,0,0,3,4,29,29,0,134,3,14,0,282,0,2,32,9,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,51,0,0,0,0,0,0,0,7,0,0,0,0,0
ASV000100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
ASV000101,11,34,44,61,0,0,186,274,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,3,0,0,0,3,0,0,6,0,5,1,85,99,25,37,23,0,3,9,12,0,0,0,17,2,1,0,4,11
ASV000102,0,0,0,0,0,0,0,0,0,5,1,2,0,11,2,9,0,16,148,53,0,4,5,0,11,26,39,0,102,79,149,0,19,0,2,99,26,3,65,0,2,19,0,0,15,11,30,0,11,0,0,0,0,4,0,0,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,2,0,3,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7,0,8
ASV000103,0,0,0,0,0,0,23,0,8,0,0,0,1,10,1,0,0,6,28,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,0,0,12,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,0,0,10,10,51,5,31,18,48,0,2,7,2,0,3,5,9,4,34,29,18,0,49,186,176,0,0
ASV000104,0,0,0,0,0,0,0,0,0,2,4,0,2,21,5,3,0,3,16,21,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,4,5,12,0,0,0,0,0,0,0,0,0,0,0,16,0,75,0,85,0,29,0,102,3,170,51,342,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0
ASV000105,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,2,17,43,40,1,58,4,0,56,54,260,3,28,27,13,0,67,1,0,78,41,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,3,0,1,2,6,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,1,4,35,0,5,3,6,2,8,5,9,0,0,0,0,0,0,0,1,0,3,3,1,0,2,5,0,0,44
ASV000106,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,2,8,17,0,0,7,0,23,86,25,0,0,2,0,0,8,0,0,8,8,0,24,0,1,11,0,0,0,0,2,0,0,21,0,64,2,125,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,17,0,0,37,48,0,5,4,1,1,21,24,76,0,9,6,0,0,2,5,0,0,6,9,1,0,22,12,10,0,186
ASV000107,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,3,17,4,11,16,6,0,0,5,1,1,0,91,2,12,0,71,5,12,4,1,0,57,0,2,10,3,8,12,0,0,3,0,4,5,0,69,16,498,6,0,0,0,4,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1
ASV000108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000109,0,0,0,0,344,0,0,0,0,2,1,5,3,2,1,0,2,0,3,1,0,1,1,0,2,1,0,0,1,0,3,5,6,9,1,4,0,2,0,0,3,3,1,0,1,1,0,0,2,0,2,9,3,16,0,0,495,1,1,0,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
ASV000110,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,2,2,10,0,0,0,0,20,10,5,0,13,8,1,0,5,0,0,23,2,0,0,0,0,0,0,0,7,0,1,0,0,0,0,23,0,42,0,0,0,0,0,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,103,160,0,30,29,11,9,21,45,51,0,14,2,7,0,1,8,0,0,48,38,12,0,25,28,29,0,73
ASV000111,19,111,125,131,0,0,88,71,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,0,0,1,2,1,4,48,100,36,39,27,0,6,2,2,0,0,0,18,0,0,0,1,19
ASV000112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
ASV000113,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,5,3,9,4,6,0,1,0,0,1,0,5,4,0,3,0,4,0,0,0,0,0,3,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,7,7,2,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,14,20,5,5,6,0,0,4,5,1,3,5,9,0,74,39,33,417,3,5,0,22,4,8,3,68,3,1,0,8,29
ASV000114,10,0,0,0,14,96,484,49,8,0,0,0,0,0,0,0,0,0,1,9,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,151,1,0,0,0,0,0,0,0,0,1,10,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ASV000115,16,48,84,35,0,0,30,182,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,47,0,7,2,31,116,22,25,39,0,2,0,8,0,0,0,49,1,0,0,2,0
